,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,ogre.csv,autat.csv,mimosa.csv,qdvdauthor.csv,moast.csv,biodwh.csv,jcache.csv,zxing.csv
autat.csv,0.68,0.19,0.86,0.7,0.55,0.39,0.71,0.88,0.35,0.33,0.76,0.77,0.19,0.6,1.0
biodwh.csv,0.72,0.16,1.0,0.68,0.5,0.37,0.5,0.85,0.5,0.55,0.91,0.0,0.39,0.74,1.0
brlcad.csv,0.63,0.37,0.91,0.79,0.5,0.27,1.0,0.88,0.24,0.0,0.55,0.94,0.24,0.0,1.0
delphilhlplib.csv,0.63,0.44,0.89,0.79,0.34,0.27,0.71,0.92,0.23,0.82,0.76,0.93,0.16,0.83,0.96
exordium.csv,0.64,0.35,0.8,0.69,0.47,0.26,0.45,0.93,0.3,0.51,0.7,0.73,0.2,0.8,0.88
fltk.csv,0.69,0.21,0.81,0.77,0.41,0.25,0.5,0.94,0.19,0.47,0.75,0.91,0.19,0.39,0.82
gzigzag.csv,0.7,0.27,0.93,0.74,0.6,0.35,0.56,0.8,0.31,0.61,0.86,0.79,0.21,0.84,0.85
jcache.csv,0.62,0.29,0.77,0.66,0.29,0.24,0.42,0.98,0.25,0.61,0.66,0.93,0.22,0.84,0.8
mimosa.csv,0.61,0.26,0.8,0.71,0.25,0.26,0.34,0.98,0.2,0.78,0.64,0.94,0.15,0.71,0.65
moast.csv,0.64,0.25,0.56,0.55,0.27,0.23,0.26,0.97,0.13,0.49,0.64,0.99,0.14,0.41,0.74
mptvseries.csv,0.72,0.32,0.0,0.86,0.67,0.5,0.62,0.9,0.0,0.63,0.79,0.0,0.33,1.0,0.93
ogre.csv,0.5,0.24,0.72,0.61,0.17,0.24,0.24,1.0,0.15,0.76,0.67,0.88,0.17,0.35,0.71
qdvdauthor.csv,0.79,0.24,0.58,0.55,0.28,0.26,0.48,0.96,0.11,0.57,0.83,1.0,0.07,0.61,0.86
sauerbraten.csv,0.78,0.25,0.7,0.57,0.26,0.27,0.38,0.98,0.16,0.57,0.68,0.93,0.14,0.44,0.73
zxing.csv,0.71,0.21,0.73,0.62,0.38,0.31,0.53,0.95,0.26,0.45,0.81,0.62,0.21,0.69,0.95
