,reactos-mirror.csv,critterding.csv,fceugc.csv,ogre.csv,autat.csv,mimosa.csv,alpine.csv,qse.csv,openfrag.csv,uclmda.csv,qdvdauthor.csv,jstock.csv,synergyspace.csv,keyczar.csv,elateportal.csv,sandiaportals.csv,nativeclient.csv,factor.csv,miranda.csv
alpine.csv,0.5,0.62,0.09,0.51,0.27,0.62,0.31,0.61,0.63,0.69,0.3,0.34,0.37,0.86,0.93,0.0,0.75,0.2,0.8
autat.csv,0.4,0.59,0.49,0.12,0.48,0.29,0.25,0.63,0.46,0.85,0.56,0.12,0.19,0.0,0.09,0.57,0.16,0.9,0.74
critterding.csv,0.51,0.65,0.51,0.78,0.33,0.64,0.14,0.55,0.72,0.13,0.8,0.43,0.34,0.54,0.86,0.74,0.7,0.74,0.75
elateportal.csv,0.55,0.6,0.43,0.61,0.37,0.39,0.19,0.53,0.6,0.98,0.61,0.5,0.19,0.74,0.98,0.83,0.39,0.83,0.76
factor.csv,0.58,0.4,0.21,0.21,0.39,0.18,0.14,0.54,0.47,0.94,0.46,0.1,0.24,0.25,0.48,0.85,0.16,0.91,0.22
fceugc.csv,0.53,0.48,0.61,0.48,0.34,0.48,0.16,0.49,0.57,0.55,0.65,0.43,0.24,0.67,0.2,0.52,0.73,0.71,0.73
jstock.csv,0.51,0.4,0.4,0.49,0.42,0.57,0.3,0.53,0.67,0.01,0.68,0.67,0.24,0.41,0.55,0.71,0.28,0.65,0.57
keyczar.csv,0.22,0.34,0.18,0.81,0.15,0.0,0.04,0.08,0.05,0.73,0.25,0.14,0.33,0.81,0.94,0.4,0.33,0.12,0.15
mimosa.csv,0.47,0.58,0.37,0.93,0.33,0.78,0.18,0.53,0.64,0.98,0.7,0.46,0.45,0.84,0.94,0.85,0.73,0.47,0.67
miranda.csv,0.0,0.0,0.52,0.48,0.11,0.14,0.15,0.06,0.19,0.1,0.37,0.13,0.14,0.38,0.84,0.85,0.0,0.12,0.77
nativeclient.csv,0.51,0.38,0.36,0.56,0.33,0.7,0.17,0.68,0.61,0.05,0.63,0.43,0.27,0.31,0.16,0.7,0.72,0.35,0.71
ogre.csv,0.39,0.39,0.42,0.97,0.23,0.69,0.13,0.39,0.52,0.9,0.66,0.36,0.38,0.83,0.94,0.69,0.69,0.31,0.41
openfrag.csv,0.38,0.63,0.58,0.34,0.34,0.67,0.21,0.69,0.78,0.21,0.64,0.43,0.34,0.08,0.9,0.83,0.49,0.8,0.78
qdvdauthor.csv,0.57,0.54,0.49,0.56,0.2,0.54,0.1,0.6,0.59,0.74,0.78,0.27,0.33,0.41,0.12,0.82,0.69,0.15,0.2
qse.csv,0.49,0.4,0.56,0.23,0.37,0.44,0.21,0.81,0.52,0.65,0.52,0.33,0.12,0.11,0.0,0.04,0.12,0.77,0.76
reactos-mirror.csv,0.61,0.62,0.51,0.67,0.44,0.69,0.19,0.76,0.76,0.95,0.73,0.45,0.4,0.37,0.96,0.85,0.74,0.07,0.8
sandiaportals.csv,0.51,0.55,0.45,0.21,0.34,0.59,0.24,0.67,0.72,0.97,0.68,0.37,0.28,0.22,0.0,0.82,0.57,0.87,0.76
synergyspace.csv,0.36,0.58,0.19,0.47,0.26,0.58,0.06,0.55,0.5,0.25,0.23,0.37,0.45,0.32,0.17,0.31,0.61,0.09,0.22
uclmda.csv,0.1,0.27,0.14,0.1,0.13,0.0,0.0,0.09,0.1,1.0,0.05,0.0,0.13,0.55,0.09,0.21,0.04,0.79,0.13
