,sauerbraten.csv,brlcad.csv,gzigzag.csv,zoolib.csv,openfrag.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,qdvdauthor.csv,illumination.csv,moast.csv,nativeclient.csv,ftm.csv,jcache.csv
brlcad.csv,0.95,0.78,0.34,0.68,0.18,0.28,0.34,0.15,0.41,0.89,0.07,0.85,0.0
ftm.csv,0.62,0.32,0.66,0.71,0.55,0.44,0.72,0.4,0.18,0.2,0.46,0.69,0.59
google-web-toolkit.csv,0.92,0.2,0.59,0.13,0.39,0.7,0.54,0.65,0.29,1.0,0.26,0.61,0.91
gzigzag.csv,0.85,0.0,0.48,0.19,0.24,0.49,0.2,0.08,0.29,0.25,0.1,0.92,0.47
illumination.csv,0.03,0.0,0.93,0.0,0.86,0.0,0.0,0.05,0.76,0.01,0.05,0.0,1.0
jcache.csv,0.56,0.75,0.72,0.9,0.83,0.69,0.87,0.65,0.65,0.62,0.79,0.51,0.91
moast.csv,0.13,0.93,0.79,0.06,0.45,0.39,0.4,0.15,0.41,0.97,1.0,0.1,0.53
nativeclient.csv,0.82,0.85,0.76,0.94,0.7,0.6,0.79,0.62,0.53,1.0,0.69,0.67,0.74
ns-3-dev-def-routing.csv,0.97,1.0,0.55,0.87,0.38,0.57,0.62,0.55,0.29,0.83,0.64,0.69,0.5
openfrag.csv,0.97,0.55,0.69,0.19,0.71,0.83,0.7,0.57,0.18,0.99,0.31,0.95,0.94
qdvdauthor.csv,0.33,0.49,0.45,0.29,0.73,0.42,0.73,0.75,0.24,0.79,0.88,0.75,0.76
sauerbraten.csv,0.85,1.0,0.97,0.94,0.98,0.77,0.96,1.0,0.71,1.0,1.0,0.95,0.97
zoolib.csv,0.92,0.26,0.66,0.71,0.3,0.44,0.5,0.45,0.24,0.99,0.14,0.62,0.41
