,bacula.csv,fltk.csv,pfaedit.csv,patterntesting.csv,gzigzag.csv,enlightenment.csv,blue-c.csv,aufs.csv,sylpheed-claws.csv,ogrehg.csv,genecys.csv,freewrl.csv,roller.csv,pgui.csv,jparsec.csv,xbg.csv,lportal.csv,genoviz.csv
aufs.csv,0.04,0.41,0.31,0.74,0.28,0.03,0.12,0.24,0.06,0.14,0.11,0.5,0.69,0.02,0.87,0.87,0.7,0.24
bacula.csv,0.49,0.69,0.29,0.21,0.41,0.48,0.04,0.38,0.51,0.72,0.33,0.42,0.82,0.52,0.91,0.55,0.9,0.8
blue-c.csv,0.47,0.68,0.29,0.02,0.55,0.71,0.16,0.61,0.54,0.44,0.33,0.54,0.78,0.5,0.96,0.55,0.82,0.33
enlightenment.csv,0.35,1.0,1.0,1.0,0.99,0.33,1.0,1.0,0.66,1.0,1.0,0.88,1.0,0.3,1.0,1.0,1.0,0.98
fltk.csv,0.47,0.28,0.29,0.85,0.7,0.5,0.36,0.57,0.25,0.35,0.67,0.88,0.92,0.51,0.94,0.76,0.89,0.53
freewrl.csv,0.86,0.66,0.74,0.09,0.59,0.89,0.52,0.99,0.9,0.5,0.89,0.33,0.65,0.96,0.68,0.89,0.61,0.62
genecys.csv,1.0,0.94,0.89,0.91,0.66,0.7,0.68,0.88,1.0,0.91,0.33,0.29,0.96,0.96,0.9,0.95,0.69,0.64
genoviz.csv,0.04,0.0,0.03,0.0,0.19,0.01,0.0,0.01,0.0,0.01,0.11,0.0,0.18,0.1,0.0,0.13,0.18,0.09
gzigzag.csv,0.18,0.17,0.43,0.09,0.35,0.1,0.04,0.22,0.27,0.17,0.33,0.38,0.41,0.16,0.52,0.49,0.2,0.78
jparsec.csv,0.84,0.52,0.34,0.49,0.72,0.96,1.0,0.55,0.72,0.68,0.33,0.08,0.75,1.0,0.3,0.22,0.5,0.93
lportal.csv,0.02,0.05,0.0,0.0,0.02,0.08,0.0,0.01,0.1,0.01,0.0,0.0,0.25,0.16,0.01,0.09,0.18,0.07
ogrehg.csv,0.33,0.37,0.37,0.11,0.53,0.14,0.08,0.19,0.29,0.28,0.33,0.58,0.63,0.34,0.88,0.53,0.59,0.71
patterntesting.csv,0.84,0.89,0.91,0.21,0.91,0.95,1.0,0.96,1.0,0.89,0.89,0.96,0.98,0.84,1.0,0.93,0.81,0.8
pfaedit.csv,0.0,0.21,0.23,0.11,0.52,0.07,0.24,0.35,0.02,0.22,0.44,0.46,0.22,0.01,0.26,0.29,0.47,0.4
pgui.csv,0.29,0.03,0.0,0.06,0.56,0.08,0.76,0.68,0.05,0.08,0.89,0.96,0.1,0.32,0.25,0.62,0.0,0.91
roller.csv,0.84,0.96,0.6,0.13,0.82,0.96,0.84,0.99,0.99,0.86,1.0,0.38,0.25,0.84,0.35,0.4,0.61,0.91
sylpheed-claws.csv,0.65,0.78,1.0,0.38,0.73,0.82,1.0,1.0,0.3,0.98,1.0,0.21,0.78,0.65,0.57,0.85,0.66,0.93
xbg.csv,0.14,0.14,0.0,0.49,0.1,0.1,0.0,0.09,0.42,0.07,0.11,0.0,0.08,0.15,0.03,0.31,0.13,0.0
