,bacula.csv,fltk.csv,pfaedit.csv,patterntesting.csv,gzigzag.csv,enlightenment.csv,blue-c.csv,aufs.csv,sylpheed-claws.csv,ogrehg.csv,genecys.csv,freewrl.csv,roller.csv,pgui.csv,jparsec.csv,xbg.csv,lportal.csv,genoviz.csv
aufs.csv,0.98,0.58,0.65,0.98,0.87,0.97,0.78,0.47,0.94,0.7,0.58,0.56,0.9,1.0,0.9,0.88,1.01,0.84
bacula.csv,0.6,0.72,0.56,0.57,0.58,0.59,0.5,0.75,0.68,0.74,0.41,0.69,0.83,0.57,0.92,0.74,0.91,0.82
blue-c.csv,0.59,0.69,0.51,0.67,0.69,0.73,0.26,0.71,0.64,0.53,0.38,0.7,0.8,0.55,0.96,0.66,0.82,0.33
enlightenment.csv,0.58,1.0,1.0,1.0,0.99,0.49,1.0,1.0,0.68,1.0,1.0,0.88,1.0,0.43,1.0,1.0,1.0,0.98
fltk.csv,0.59,0.44,0.47,0.85,0.76,0.62,0.43,0.66,0.57,0.49,0.67,0.89,0.94,0.57,0.94,0.77,0.89,0.53
freewrl.csv,0.86,0.73,0.74,0.74,0.64,0.89,0.52,0.99,0.9,0.56,0.89,0.38,0.66,0.96,0.73,0.89,0.64,0.62
genecys.csv,1.0,0.96,0.89,0.95,0.68,0.78,0.95,0.88,1.0,0.92,0.46,0.83,0.98,0.96,0.9,0.95,0.78,0.64
genoviz.csv,0.81,0.92,0.76,0.97,0.65,0.96,0.97,0.97,0.94,0.9,0.73,0.96,0.75,0.69,1.0,0.76,0.8,0.09
gzigzag.csv,0.75,0.79,0.47,0.71,0.49,0.75,0.63,0.46,0.55,0.68,0.57,0.61,0.54,0.64,0.6,0.55,0.56,0.78
jparsec.csv,0.84,0.55,0.39,0.51,0.75,0.96,1.0,0.6,0.73,0.7,0.57,0.86,0.75,1.0,0.47,0.55,0.52,0.93
lportal.csv,0.62,0.91,0.96,0.97,0.79,0.72,1.0,0.95,0.77,0.87,0.95,1.0,0.52,0.64,0.98,0.88,0.33,0.8
ogrehg.csv,0.5,0.47,0.46,0.51,0.59,0.63,0.44,0.7,0.56,0.45,0.37,0.65,0.64,0.44,0.91,0.58,0.61,0.71
patterntesting.csv,0.84,0.9,0.91,0.37,0.92,0.96,1.0,0.96,1.0,0.89,0.89,0.96,0.98,0.85,1.0,0.96,0.81,0.8
pfaedit.csv,0.95,0.63,0.33,0.41,0.68,0.81,0.38,0.62,0.87,0.56,0.54,0.57,0.65,0.91,0.74,0.8,0.59,0.4
pgui.csv,0.64,0.89,0.94,0.7,0.74,0.93,0.76,0.85,0.85,0.82,0.91,0.96,0.77,0.47,0.79,0.72,1.0,1.0
roller.csv,0.84,0.96,0.62,0.42,0.85,0.96,0.84,0.99,0.99,0.87,1.0,0.5,0.33,0.85,0.73,0.64,0.61,0.91
sylpheed-claws.csv,0.7,0.79,1.0,0.43,0.73,0.83,1.0,1.0,0.43,0.98,1.0,0.66,0.79,0.68,0.69,0.99,0.66,0.93
xbg.csv,0.96,0.92,1.0,0.85,0.9,0.89,0.97,0.98,0.92,0.96,0.7,1.0,0.92,0.91,0.98,0.4,0.99,1.0
