,bacula.csv,fltk.csv,pfaedit.csv,patterntesting.csv,gzigzag.csv,enlightenment.csv,blue-c.csv,aufs.csv,sylpheed-claws.csv,ogrehg.csv,genecys.csv,freewrl.csv,roller.csv,pgui.csv,jparsec.csv,xbg.csv,lportal.csv,genoviz.csv
aufs.csv,0.02,0.59,0.43,0.37,0.17,0.03,0.23,0.59,0.06,0.31,0.44,0.74,0.41,0.0,0.76,0.88,0.27,0.2
bacula.csv,0.66,0.79,0.52,0.47,0.59,0.65,0.5,0.35,0.55,0.81,0.76,0.44,0.89,0.79,0.87,0.5,0.96,0.8
blue-c.csv,0.64,0.86,0.57,0.33,0.59,0.82,0.8,0.65,0.66,0.7,0.82,0.56,0.84,0.77,0.98,0.62,0.95,1.0
enlightenment.csv,0.54,1.0,1.0,1.0,0.93,0.63,1.0,1.0,0.84,1.0,1.0,1.0,1.0,0.68,0.98,1.0,1.0,1.0
fltk.csv,0.65,0.66,0.63,0.93,0.69,0.63,0.77,0.68,0.49,0.65,0.94,0.81,0.84,0.74,0.96,0.88,0.93,1.0
freewrl.csv,0.97,0.69,0.96,0.27,0.76,0.93,0.97,1.0,0.99,0.75,0.94,0.81,0.88,0.98,0.73,1.0,0.8,1.0
genecys.csv,0.99,0.81,0.89,0.73,0.83,0.66,0.33,0.95,0.99,0.84,0.68,0.22,0.8,0.94,0.91,0.88,0.65,1.0
genoviz.csv,0.19,0.08,0.24,0.03,0.38,0.04,0.03,0.03,0.06,0.1,0.27,0.04,0.27,0.32,0.0,0.25,0.22,1.0
gzigzag.csv,0.27,0.23,0.81,0.3,0.66,0.25,0.37,0.59,0.52,0.34,0.53,0.52,0.65,0.38,0.71,0.75,0.47,1.0
jparsec.csv,0.95,0.81,0.81,0.87,0.79,0.96,0.97,0.76,0.87,0.81,0.53,0.15,0.88,1.0,0.64,0.5,0.87,1.0
lportal.csv,0.38,0.09,0.04,0.03,0.21,0.28,0.0,0.05,0.24,0.13,0.05,0.0,0.55,0.38,0.02,0.12,0.73,0.2
ogrehg.csv,0.62,0.72,0.72,0.5,0.72,0.38,0.57,0.32,0.52,0.65,0.84,0.7,0.87,0.72,0.8,0.75,0.84,1.0
patterntesting.csv,0.92,0.9,1.0,0.7,0.93,0.94,1.0,0.97,0.98,0.96,1.0,1.0,0.92,0.89,1.0,0.75,0.97,1.0
pfaedit.csv,0.05,0.41,0.76,0.6,0.55,0.19,0.7,0.49,0.13,0.48,0.69,0.67,0.39,0.09,0.31,0.25,0.65,1.0
pgui.csv,0.42,0.11,0.06,0.3,0.52,0.07,0.93,0.49,0.15,0.19,0.79,1.0,0.24,0.66,0.24,0.62,0.0,0.6
roller.csv,0.89,0.97,0.85,0.6,0.76,0.98,1.0,1.0,0.98,0.87,0.92,0.67,0.79,0.94,0.36,0.5,0.91,1.0
sylpheed-claws.csv,0.75,0.89,1.0,0.8,0.93,0.87,1.0,1.0,0.69,0.99,1.0,0.37,0.88,0.79,0.6,0.5,0.93,1.0
xbg.csv,0.05,0.09,0.0,0.3,0.1,0.11,0.03,0.03,0.19,0.04,0.31,0.0,0.08,0.11,0.02,0.75,0.02,0.0
