,bacula.csv,fltk.csv,pfaedit.csv,patterntesting.csv,gzigzag.csv,enlightenment.csv,blue-c.csv,aufs.csv,sylpheed-claws.csv,ogrehg.csv,genecys.csv,freewrl.csv,roller.csv,pgui.csv,jparsec.csv,xbg.csv,lportal.csv,genoviz.csv
aufs.csv,0.02,0.59,0.47,0.34,0.2,0.04,0.27,0.62,0.07,0.36,0.49,0.68,0.39,0.0,0.39,0.41,0.28,0.23
bacula.csv,0.62,0.6,0.55,0.51,0.59,0.62,0.55,0.38,0.54,0.59,0.74,0.46,0.5,0.7,0.32,0.49,0.35,0.5
blue-c.csv,0.61,0.64,0.59,0.38,0.56,0.6,0.81,0.57,0.61,0.67,0.78,0.54,0.54,0.69,0.17,0.58,0.51,0.91
enlightenment.csv,0.56,0.0,0.0,0.0,0.05,0.64,0.0,0.0,0.65,0.0,0.0,0.41,0.0,0.68,0.0,0.0,0.0,0.09
fltk.csv,0.62,0.67,0.64,0.46,0.55,0.6,0.74,0.61,0.53,0.65,0.69,0.38,0.29,0.67,0.24,0.57,0.37,0.82
freewrl.csv,0.44,0.57,0.62,0.31,0.65,0.37,0.81,0.05,0.36,0.68,0.37,0.78,0.68,0.17,0.58,0.38,0.66,0.75
genecys.csv,0.0,0.23,0.37,0.3,0.64,0.53,0.33,0.4,0.0,0.32,0.68,0.26,0.17,0.17,0.35,0.2,0.53,0.74
genoviz.csv,0.23,0.1,0.28,0.04,0.43,0.05,0.04,0.04,0.07,0.12,0.31,0.05,0.31,0.37,0.0,0.29,0.26,0.98
gzigzag.csv,0.31,0.27,0.75,0.35,0.66,0.29,0.42,0.62,0.55,0.39,0.55,0.54,0.64,0.43,0.65,0.69,0.51,0.59
jparsec.csv,0.48,0.71,0.77,0.76,0.58,0.17,0.0,0.67,0.61,0.62,0.55,0.18,0.59,0.0,0.65,0.54,0.76,0.27
lportal.csv,0.43,0.11,0.05,0.04,0.25,0.33,0.0,0.06,0.28,0.16,0.06,0.0,0.58,0.43,0.02,0.15,0.75,0.24
ogrehg.csv,0.63,0.7,0.7,0.55,0.65,0.43,0.62,0.36,0.55,0.66,0.8,0.62,0.68,0.71,0.38,0.67,0.69,0.67
patterntesting.csv,0.47,0.37,0.33,0.72,0.32,0.21,0.0,0.17,0.0,0.38,0.38,0.17,0.09,0.47,0.0,0.25,0.53,0.56
pfaedit.csv,0.06,0.45,0.76,0.64,0.53,0.23,0.71,0.52,0.16,0.52,0.66,0.64,0.43,0.11,0.35,0.29,0.62,0.88
pgui.csv,0.46,0.13,0.07,0.35,0.5,0.09,0.59,0.44,0.18,0.23,0.35,0.17,0.28,0.66,0.28,0.55,0.0,0.28
roller.csv,0.47,0.17,0.69,0.64,0.46,0.17,0.49,0.05,0.05,0.43,0.0,0.66,0.78,0.48,0.4,0.52,0.72,0.33
sylpheed-claws.csv,0.61,0.55,0.0,0.76,0.62,0.49,0.0,0.0,0.69,0.09,0.0,0.41,0.55,0.63,0.56,0.34,0.69,0.27
xbg.csv,0.06,0.11,0.0,0.33,0.12,0.13,0.04,0.04,0.22,0.05,0.36,0.0,0.1,0.13,0.02,0.74,0.02,0.0
