,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.34,0.0,0.0,0.11,0.22,0.26,0.05,0.03,0.04,0.27,0.21,0.1
echongl.csv,0.64,0.8,0.57,0.51,0.89,0.57,0.18,0.23,0.04,0.91,0.44,0.53
hazelcast.csv,0.58,0.0,0.65,0.68,0.67,0.65,0.32,0.61,0.67,0.51,0.67,0.62
japano.csv,0.76,1.0,0.91,0.74,0.11,0.87,0.89,0.92,1.0,0.71,0.88,0.55
jmol.csv,0.97,0.9,0.7,0.91,1.0,0.3,1.0,1.0,0.38,0.78,0.98,0.97
mobicents.csv,0.45,0.1,0.65,0.33,0.56,1.0,0.92,0.19,0.5,0.33,0.65,0.3
nunit.csv,0.25,0.3,0.09,0.43,0.56,0.52,0.08,0.18,0.67,0.09,0.67,0.24
openefm.csv,0.33,0.8,0.65,0.56,0.0,0.26,0.68,0.16,0.25,0.12,0.06,0.32
snakeyaml.csv,0.39,0.0,0.22,0.34,0.22,0.17,0.21,0.18,0.29,0.14,0.44,0.13
trackit.csv,0.43,0.2,0.43,0.27,0.0,0.43,0.03,0.03,0.38,0.28,0.06,0.41
unicase.csv,0.51,0.5,0.17,0.57,0.89,0.48,0.26,0.92,0.33,0.44,0.83,0.61
wheat.csv,0.48,0.5,0.3,0.54,0.56,0.09,0.92,0.83,0.29,0.16,0.35,0.53
