,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.56,0.29,0.2,0.33,0.21,0.19,0.02,0.35,0.05,0.42,0.96,0.21
echongl.csv,0.5,0.29,0.53,0.58,0.0,0.39,0.85,0.13,0.29,0.21,0.52,0.47
hazelcast.csv,0.71,0.96,0.51,0.61,0.48,0.59,0.52,0.71,0.55,0.64,0.66,0.58
japano.csv,0.52,0.43,0.46,0.49,0.75,0.4,0.33,0.33,0.17,0.4,0.25,0.37
jmol.csv,0.26,0.0,0.49,0.49,0.0,0.68,0.0,0.05,0.55,0.39,0.24,0.42
mobicents.csv,0.69,0.55,0.55,0.67,0.46,0.0,0.0,0.52,0.59,0.6,0.64,0.59
nunit.csv,0.5,0.68,0.12,0.54,0.44,0.6,0.41,0.38,0.54,0.25,0.61,0.67
openefm.csv,0.74,0.51,0.63,0.61,0.37,0.17,0.3,0.42,0.59,0.16,0.43,0.29
snakeyaml.csv,0.28,0.36,0.18,0.4,0.27,0.39,0.26,0.7,0.29,0.21,0.14,0.24
trackit.csv,0.31,0.55,0.62,0.26,0.34,0.4,0.18,0.51,0.43,0.07,0.14,0.46
unicase.csv,0.6,0.68,0.47,0.66,0.34,0.57,0.56,0.17,0.47,0.72,0.54,0.67
wheat.csv,0.44,0.51,0.38,0.48,0.42,0.28,0.2,0.51,0.65,0.21,0.42,0.42
