,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,ogre.csv,autat.csv,mimosa.csv,qdvdauthor.csv,moast.csv,biodwh.csv,jcache.csv,zxing.csv
autat.csv,0.33,0.99,0.86,0.49,0.7,0.72,0.56,0.93,0.71,0.65,0.56,0.66,0.45,0.71,0.86
biodwh.csv,0.4,0.63,0.9,0.45,0.58,0.71,0.82,0.93,0.83,0.39,0.57,0.0,0.74,0.48,0.59
brlcad.csv,0.33,0.63,0.64,0.91,0.67,0.77,0.83,0.94,0.52,0.0,0.9,0.88,0.84,0.0,0.67
delphilhlplib.csv,0.32,0.67,0.39,0.75,0.49,0.5,0.67,0.95,0.44,0.82,0.46,0.4,0.62,0.58,0.8
exordium.csv,0.36,0.91,0.49,0.78,0.58,0.44,0.57,0.95,0.62,0.64,0.67,0.64,0.62,0.5,0.65
fltk.csv,0.33,0.71,0.54,0.53,0.5,0.46,0.48,0.76,0.36,0.4,0.38,0.39,0.46,0.63,0.53
gzigzag.csv,0.37,0.52,0.67,0.55,0.8,0.47,0.6,0.74,0.39,0.38,0.54,0.67,0.37,0.38,0.73
jcache.csv,0.37,0.45,0.38,0.57,0.47,0.41,0.59,0.44,0.38,0.44,0.38,0.4,0.48,0.42,0.33
mimosa.csv,0.38,0.46,0.39,0.72,0.48,0.4,0.52,0.49,0.34,0.55,0.47,0.4,0.52,0.5,0.47
moast.csv,0.91,0.45,0.73,0.85,0.88,0.38,0.72,0.89,0.76,0.37,0.91,0.44,0.35,0.65,0.59
mptvseries.csv,0.34,0.4,0.5,0.57,0.53,0.73,0.5,0.94,0.93,0.45,0.41,0.83,0.71,0.69,0.63
ogre.csv,0.83,0.74,0.51,0.55,0.53,0.43,0.52,0.45,0.42,0.62,0.46,0.42,0.4,0.62,0.4
qdvdauthor.csv,0.68,0.51,0.6,0.51,0.51,0.74,0.48,0.79,0.46,0.59,0.49,0.53,0.82,0.62,0.75
sauerbraten.csv,0.36,0.51,0.7,0.48,0.49,0.49,0.39,0.5,0.36,0.5,0.46,0.42,0.35,0.58,0.52
zxing.csv,0.33,0.75,0.68,0.41,0.54,0.47,0.42,0.67,0.43,0.35,0.36,0.53,0.31,0.4,0.35
