,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,0.67,0.32,0.8,0.71,0.43,0.8,0.44,0.5,0.67,0.48,0.92,0.49,0.67,0.5
jicarilla.csv,0.0,0.91,0.76,0.67,0.95,0.86,0.88,0.86,0.55,0.94,0.86,0.94,0.89,0.39
jmule.csv,0.38,0.41,0.71,0.49,0.39,0.41,0.37,0.53,0.43,0.4,0.41,0.44,0.63,0.48
micomt.csv,0.4,0.39,0.61,0.4,0.43,0.42,0.35,0.53,0.94,0.47,0.4,0.56,0.5,0.4
migen.csv,0.73,0.91,0.72,0.78,0.45,0.58,0.8,0.82,0.46,0.49,0.71,0.43,0.88,0.5
mvnforum.csv,0.71,0.76,0.94,0.98,0.95,0.92,0.65,0.66,0.96,0.57,0.96,0.99,0.95,0.0
ng4j.csv,0.47,0.42,0.67,0.42,0.34,0.41,0.35,0.5,0.72,0.42,0.41,0.52,0.53,0.53
open-data-kit.csv,0.61,0.4,0.72,0.39,0.41,0.45,0.37,0.59,0.41,0.5,0.43,0.47,0.5,0.39
opennms.csv,0.69,0.41,0.83,0.8,0.71,0.59,0.88,0.79,0.45,0.62,0.93,0.49,0.54,0.36
ossim.csv,0.8,0.41,0.57,0.6,0.5,0.47,0.76,0.62,0.48,0.57,0.64,0.4,0.41,0.31
plplot.csv,0.43,0.5,0.75,0.46,0.39,0.49,0.44,0.57,0.68,0.56,0.63,0.63,0.59,0.75
qedo.csv,0.93,0.93,0.7,0.93,0.77,0.81,0.8,0.97,0.54,0.92,0.95,0.75,0.89,0.55
tradelink.csv,0.49,0.75,0.92,0.97,0.59,0.76,0.47,0.71,0.93,0.6,0.67,0.99,0.88,0.0
wgs-assembler.csv,0.5,0.49,0.86,0.48,0.42,0.64,0.59,0.57,0.42,0.46,0.68,0.61,0.55,0.75
