,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,0.13,0.41,0.0,0.15,0.6,0.2,0.32,0.5,1.0,0.84,0.54,0.01,0.53,1.0
jicarilla.csv,0.0,0.27,0.79,0.0,0.19,0.43,0.0,0.29,0.05,0.19,0.0,0.06,0.06,0.32
jmule.csv,0.04,0.45,0.06,0.08,0.55,0.25,0.28,0.35,0.19,0.78,0.23,0.05,0.47,0.8
micomt.csv,0.03,0.37,0.51,0.07,0.45,0.27,0.31,0.31,0.59,0.66,0.2,0.07,0.33,0.4
migen.csv,0.07,0.55,0.28,0.09,0.61,0.37,0.2,0.45,0.21,0.72,0.29,0.03,0.5,1.0
mvnforum.csv,0.0,0.36,0.5,0.02,0.58,0.25,0.39,0.2,0.27,0.68,0.26,0.04,0.25,0.0
ng4j.csv,0.06,0.4,0.0,0.09,0.48,0.26,0.31,0.46,0.44,0.8,0.22,0.04,0.47,0.88
open-data-kit.csv,0.09,0.45,0.28,0.07,0.46,0.27,0.31,0.45,0.2,0.89,0.27,0.07,0.33,0.53
opennms.csv,0.06,0.39,0.17,0.13,0.46,0.46,0.0,0.14,0.04,0.56,0.0,0.05,0.25,0.54
ossim.csv,0.05,0.36,0.48,0.15,0.37,0.32,0.18,0.19,0.05,0.6,0.12,0.02,0.21,0.45
plplot.csv,0.04,0.46,0.0,0.08,0.55,0.28,0.33,0.61,0.26,0.87,0.3,0.04,0.41,0.5
qedo.csv,0.0,0.07,0.6,0.02,0.35,0.27,0.2,0.13,0.05,0.33,0.0,0.24,0.0,0.41
tradelink.csv,0.03,0.39,0.17,0.01,0.53,0.15,0.41,0.32,0.53,0.68,0.36,0.13,0.38,0.0
wgs-assembler.csv,0.07,0.51,0.14,0.09,0.58,0.25,0.35,0.57,0.21,0.83,0.36,0.01,0.34,0.83
