,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.63,0.55,0.45,0.19,0.25,0.34,0.52,0.72,0.1,0.32,0.31,0.35,0.57,1.0,0.74,0.62,0.12,0.52
archive-crawler.csv,0.3,0.37,0.48,0.1,0.29,0.23,0.19,0.64,0.08,0.22,0.1,1.0,0.29,0.55,0.37,0.43,0.13,0.12
customwars.csv,0.38,0.41,0.49,0.12,0.18,0.15,0.29,0.17,0.16,0.34,0.94,0.0,0.38,0.29,0.47,0.36,0.11,0.22
gbif-providertoolkit.csv,0.5,0.45,0.0,0.42,0.33,0.96,0.31,0.46,0.12,0.39,0.28,0.08,0.32,0.3,0.57,0.28,0.02,0.06
gss.csv,0.78,0.69,0.51,0.22,0.2,0.31,0.55,0.67,0.14,0.57,0.31,0.47,0.49,0.44,0.72,0.87,0.16,1.0
heekscad.csv,0.99,0.63,0.38,0.2,0.31,0.47,0.55,0.53,0.11,0.6,0.27,0.27,0.51,0.38,0.76,0.77,0.06,0.35
ikvm.csv,0.19,0.4,0.95,0.22,0.19,0.18,0.07,0.39,0.25,0.05,0.18,0.28,0.13,0.35,0.06,0.39,0.04,0.22
jaxen.csv,0.14,0.04,0.17,0.15,0.04,0.11,0.0,0.11,1.0,0.0,0.08,0.24,0.0,0.09,0.0,0.0,0.03,0.18
jcae.csv,0.08,0.0,0.0,0.95,0.11,0.11,0.0,0.0,0.0,0.05,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.12
levent.csv,0.61,0.35,0.47,0.22,0.26,0.45,0.43,0.99,0.18,0.24,0.39,0.41,0.47,0.45,0.61,0.48,0.14,0.68
nicepress.csv,0.49,0.53,0.47,0.29,0.28,0.3,0.48,0.41,0.12,1.0,0.12,0.33,0.31,0.21,0.45,0.57,0.12,0.51
pnotepad.csv,0.81,0.69,0.54,0.21,0.3,0.29,0.56,0.74,0.13,0.58,0.27,0.48,0.6,0.52,0.78,0.99,0.15,0.69
qcad2.csv,0.54,0.45,0.59,0.19,0.16,0.33,0.97,0.51,0.18,0.3,0.17,0.39,0.43,0.63,0.52,0.53,0.04,0.45
qedo.csv,0.0,0.18,0.0,0.0,0.03,0.1,0.0,0.0,0.0,0.14,0.0,0.07,0.29,0.0,0.17,0.11,0.95,0.0
quarkplusplus.csv,0.51,0.6,0.47,0.27,0.26,0.27,0.47,0.04,0.13,0.45,0.4,0.42,0.98,0.56,0.67,0.51,0.13,0.53
sigil.csv,0.68,0.41,0.36,0.25,0.32,0.27,0.56,0.68,0.2,0.51,0.28,0.52,0.63,0.46,0.99,0.67,0.05,0.48
xcsoar.csv,0.72,0.98,0.51,0.22,0.31,0.36,0.5,0.68,0.19,0.47,0.3,0.37,0.4,0.47,0.64,0.59,0.08,0.5
xuggle.csv,0.44,0.55,0.3,0.16,0.97,0.13,0.15,0.49,0.09,0.31,0.22,0.44,0.52,0.43,0.45,0.58,0.2,0.66
