,sauerbraten.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,moast.csv,uwom.csv,zxing.csv,genoviz.csv
auber.csv,0.5,0.89,0.63,0.85,0.83,0.51,0.8,0.72,0.78,0.69,0.71,0.78,0.0,0.91,0.52,0.89,0.62
delphilhlplib.csv,0.88,0.06,0.54,0.6,0.75,0.67,0.79,0.64,0.6,0.58,0.69,0.61,0.65,0.55,0.85,0.76,0.95
exordium.csv,0.79,0.71,0.92,0.11,0.68,0.7,0.62,0.81,0.46,0.67,0.78,0.71,0.79,1.26,0.7,0.66,0.47
fltk.csv,0.49,0.72,0.01,0.43,0.72,0.76,0.44,0.73,0.47,0.59,0.6,0.56,0.69,0.39,0.52,0.79,0.47
genoviz.csv,0.98,0.98,0.99,1.0,0.93,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,0.0
gzigzag.csv,0.62,0.92,0.65,0.64,0.04,0.51,0.55,0.81,0.51,0.72,0.76,0.77,0.85,1.03,0.62,0.79,0.46
irrlicht.csv,0.79,0.61,0.83,0.89,0.46,0.78,0.66,0.06,0.98,0.82,0.91,0.82,0.63,0.76,0.84,0.64,0.53
moast.csv,1.0,0.89,1.0,1.0,0.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.96
mptvseries.csv,0.56,0.78,0.5,0.52,0.68,0.05,0.66,0.59,0.43,0.71,0.56,0.68,0.69,0.88,0.5,0.82,0.57
openfrag.csv,0.88,0.63,0.52,0.77,0.59,0.78,0.79,0.67,0.94,0.69,0.55,0.08,0.47,0.52,0.69,0.51,0.76
qse.csv,0.4,0.72,0.58,0.44,0.57,0.49,0.58,0.69,0.0,0.47,0.66,0.72,0.71,1.01,0.5,0.74,0.69
sauerbraten.csv,0.03,0.56,0.72,0.55,0.8,0.76,0.65,0.72,0.46,0.52,0.85,0.69,0.68,1.0,0.65,0.96,0.77
toped.csv,0.67,0.74,0.69,0.88,0.83,0.77,0.0,0.72,0.84,0.93,0.73,0.86,0.72,0.86,0.78,0.88,0.93
truevision.csv,0.69,0.46,0.61,0.4,0.93,0.5,0.84,0.68,0.55,0.03,0.68,0.51,0.65,1.0,0.51,1.01,0.96
uwom.csv,0.55,0.96,0.67,0.61,0.72,0.6,0.72,0.75,0.84,0.67,0.81,0.74,0.69,0.91,0.04,0.5,0.63
zoolib.csv,0.74,0.88,0.76,0.86,0.79,1.0,0.87,0.74,0.73,0.9,0.19,0.86,0.9,0.99,0.67,0.98,0.61
zxing.csv,0.83,0.82,0.65,0.68,0.77,0.67,0.55,0.73,1.0,0.61,0.66,0.82,0.79,0.94,0.49,0.0,0.49
