,sauerbraten.csv,brlcad.csv,gzigzag.csv,zoolib.csv,openfrag.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,qdvdauthor.csv,illumination.csv,moast.csv,nativeclient.csv,ftm.csv,jcache.csv
brlcad.csv,0.96,0.5,0.79,0.46,0.84,0.77,0.69,0.91,0.76,0.96,0.94,0.75,1.0
ftm.csv,0.64,0.71,0.55,0.66,0.51,0.68,0.6,0.63,0.78,1.01,0.62,0.48,0.42
google-web-toolkit.csv,0.72,0.92,0.59,0.88,0.74,0.51,0.63,0.47,0.95,1.17,0.67,0.5,0.34
gzigzag.csv,0.42,0.98,0.55,0.94,0.88,0.72,0.72,0.7,0.94,1.06,0.92,0.79,0.31
illumination.csv,0.97,1.0,0.69,1.0,0.91,1.0,1.0,0.9,0.31,1.01,0.89,0.98,0.93
jcache.csv,0.9,0.7,0.77,0.82,0.84,0.71,0.82,0.75,0.7,0.85,0.8,0.79,0.18
moast.csv,0.88,1.0,0.89,0.95,0.63,0.75,0.71,0.9,0.73,0.05,1.0,0.92,1.01
nativeclient.csv,0.56,0.67,0.74,0.62,0.69,0.68,0.7,0.69,0.69,0.9,0.43,0.52,0.36
ns-3-dev-def-routing.csv,0.88,0.96,0.65,0.47,0.49,0.68,0.51,0.58,0.88,0.1,0.62,0.51,0.52
openfrag.csv,0.88,0.77,0.71,0.7,0.35,0.7,0.57,0.62,0.62,0.81,0.64,0.97,0.91
qdvdauthor.csv,0.7,0.9,0.71,0.94,0.77,0.76,0.65,0.48,0.77,0.4,0.87,0.74,0.96
sauerbraten.csv,0.26,0.97,0.73,0.89,1.0,0.75,0.97,0.89,0.77,0.76,0.99,0.92,0.96
zoolib.csv,0.72,0.76,0.66,0.39,0.68,0.68,0.53,0.76,0.92,0.79,0.82,0.53,0.54
