,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,1.0,0.72,0.0,0.5,0.53,0.04,0.44,0.38,0.23,0.49,0.37,0.05,0.4,0.08
jicarilla.csv,0.0,0.08,0.91,0.0,0.12,0.11,0.0,0.1,0.15,0.04,0.0,0.05,0.05,0.54
jmule.csv,1.0,0.82,0.03,0.81,0.71,0.71,0.67,0.57,1.0,0.87,0.79,0.27,0.7,0.83
micomt.csv,1.0,0.67,0.88,0.94,0.71,0.79,0.94,1.0,0.77,0.79,0.74,0.64,0.95,0.67
migen.csv,0.5,0.15,0.15,0.38,0.68,0.57,0.06,0.24,0.46,0.54,0.32,0.18,0.4,0.08
mvnforum.csv,0.0,0.41,0.24,0.12,0.32,0.11,0.5,0.57,0.54,0.66,0.32,0.14,0.25,0.0
ng4j.csv,1.0,0.69,0.0,0.88,0.62,0.64,0.83,0.62,0.85,0.58,0.63,0.36,0.9,0.62
open-data-kit.csv,1.0,0.74,0.24,0.88,0.74,0.68,0.83,0.48,1.0,0.72,0.89,0.64,0.95,0.79
opennms.csv,0.5,0.59,0.03,0.5,0.32,0.64,0.0,0.1,0.15,0.33,0.0,0.18,0.35,0.88
ossim.csv,0.5,0.56,0.3,0.81,0.41,0.61,0.17,0.24,0.15,0.32,0.21,0.09,0.3,0.96
plplot.csv,1.0,0.56,0.0,0.75,0.62,0.43,0.67,0.67,0.38,0.45,0.47,0.27,0.6,0.08
qedo.csv,0.0,0.03,0.55,0.12,0.32,0.25,0.06,0.19,0.15,0.05,0.0,0.82,0.0,0.38
tradelink.csv,0.5,0.36,0.06,0.06,0.5,0.18,0.72,0.57,0.62,0.51,0.74,0.41,0.45,0.0
wgs-assembler.csv,1.0,0.59,0.03,0.75,0.62,0.32,0.33,0.38,0.85,0.71,0.47,0.09,0.75,0.42
