,sauerbraten.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,moast.csv,uwom.csv,zxing.csv,genoviz.csv
auber.csv,0.33,0.54,0.41,0.52,0.4,0.39,0.35,0.48,0.49,0.37,0.98,0.44,0.48,0.41,0.58,0.47,0.36
delphilhlplib.csv,0.31,0.41,0.67,0.44,0.49,0.47,0.45,0.51,0.75,0.55,0.72,0.63,0.51,0.4,0.43,0.52,0.35
exordium.csv,0.33,0.49,0.64,0.61,0.41,0.5,0.35,0.66,0.8,0.74,0.71,0.63,0.54,0.65,0.5,0.68,0.37
fltk.csv,0.34,0.45,0.53,0.47,0.46,0.5,0.38,0.57,0.48,0.6,0.98,0.58,0.52,0.39,0.46,0.51,0.41
genoviz.csv,0.71,0.5,0.91,0.75,0.68,0.67,0.83,0.95,0.5,0.75,0.5,0.88,0.83,0.86,0.98,0.0,0.7
gzigzag.csv,0.31,0.77,0.72,0.64,0.56,0.67,0.5,0.66,0.62,0.86,0.95,0.89,0.68,0.59,0.57,0.88,0.31
irrlicht.csv,0.33,0.38,0.42,0.41,0.39,0.34,0.32,0.52,0.43,0.38,0.49,0.43,0.39,0.38,0.0,0.36,0.32
moast.csv,0.83,0.85,0.95,0.95,0.42,0.8,0.32,0.96,0.43,0.97,0.98,0.81,0.95,0.44,0.58,0.64,0.37
mptvseries.csv,0.34,0.75,0.54,0.5,0.68,0.48,0.38,0.53,0.44,0.59,0.88,0.71,0.47,0.94,0.46,0.47,0.38
openfrag.csv,0.31,0.41,0.44,0.52,0.44,0.47,0.32,0.48,0.5,0.47,0.71,0.49,0.48,0.4,0.47,0.51,0.36
qse.csv,0.39,0.66,0.45,0.56,0.45,0.55,0.31,0.55,0.52,0.38,0.62,0.54,0.5,0.39,0.58,0.45,0.36
sauerbraten.csv,0.36,0.53,0.42,0.44,0.48,0.39,0.31,0.45,0.43,0.39,0.5,0.43,0.4,0.4,0.51,0.38,0.4
toped.csv,0.36,0.45,0.55,0.5,0.43,0.43,0.4,0.57,0.46,0.7,0.83,0.65,0.56,0.41,0.77,0.62,0.35
truevision.csv,0.32,0.38,0.53,0.46,0.44,0.43,0.37,0.5,0.52,0.49,0.68,0.53,0.48,0.38,0.42,0.44,0.37
uwom.csv,0.32,0.73,0.61,0.53,0.64,0.43,0.88,0.54,0.86,0.87,0.98,0.96,0.44,0.95,0.63,0.88,0.39
zoolib.csv,0.32,0.57,0.69,0.55,0.48,0.73,0.39,0.67,0.91,0.61,0.97,0.85,0.59,0.39,0.62,0.91,0.62
zxing.csv,0.39,0.75,0.45,0.86,0.62,0.5,0.39,0.56,0.5,0.56,0.97,0.61,0.62,0.59,0.72,0.39,0.44
