,delphilhlplib.csv,fltk.csv,phet.csv,fceugc.csv,sumatrapdf.csv,ogre.csv,lportal.csv,jstock.csv,sandiaportals.csv,biodwh.csv,factor.csv,natpad.csv
biodwh.csv,1.0,4.0,5.0,7.0,0.0,0.0,69.0,7.0,70.0,0.0,0.0,0.0
delphilhlplib.csv,0.0,1.0,9.0,1.0,2.0,0.0,258.0,1.0,0.0,1.0,11.0,0.0
factor.csv,1.0,236.0,289.0,63.0,85.0,226.0,46.0,55.0,70.0,0.0,0.0,2.0
fceugc.csv,0.0,5.0,2.0,0.0,1.0,0.0,46.0,8.0,0.0,5.0,0.0,0.0
fltk.csv,0.0,0.0,2.0,1.0,0.0,0.0,101.0,0.0,0.0,9.0,0.0,0.0
jstock.csv,0.0,3.0,14.0,4.0,0.0,0.0,161.0,0.0,2.0,2.0,0.0,6.0
lportal.csv,1.0,3.0,289.0,0.0,3.0,0.0,0.0,4.0,3.0,13.0,0.0,1.0
natpad.csv,0.0,0.0,4.0,0.0,0.0,0.0,66.0,1.0,1.0,2.0,0.0,0.0
ogre.csv,1.0,3.0,5.0,0.0,0.0,0.0,171.0,5.0,4.0,18.0,0.0,1.0
phet.csv,0.0,1.0,0.0,0.0,85.0,0.0,86.0,0.0,4.0,17.0,0.0,106.0
sandiaportals.csv,0.0,1.0,6.0,4.0,0.0,0.0,70.0,9.0,0.0,8.0,0.0,0.0
sumatrapdf.csv,1.0,0.0,4.0,4.0,0.0,0.0,123.0,11.0,4.0,7.0,0.0,1.0
