,reactos-mirror.csv,critterding.csv,fceugc.csv,ogre.csv,autat.csv,mimosa.csv,alpine.csv,qse.csv,openfrag.csv,uclmda.csv,qdvdauthor.csv,jstock.csv,synergyspace.csv,keyczar.csv,elateportal.csv,sandiaportals.csv,nativeclient.csv,factor.csv,miranda.csv
alpine.csv,0.86,1.0,0.02,0.5,0.37,1.0,0.24,0.98,0.4,0.33,0.26,0.67,0.53,1.0,0.33,0.0,0.97,0.17,1.0
autat.csv,0.08,0.29,0.12,0.5,0.25,0.48,0.21,0.04,0.06,0.83,0.21,0.05,0.59,0.0,0.0,0.0,0.02,0.26,0.53
critterding.csv,0.52,0.27,0.88,1.0,0.87,1.0,0.84,0.43,0.74,0.83,0.63,0.72,0.91,0.53,0.67,0.44,0.8,0.7,0.85
elateportal.csv,0.85,0.88,0.58,0.5,0.82,0.55,0.6,0.4,0.49,1.0,0.68,0.44,0.84,0.4,0.0,0.89,0.15,0.48,0.81
factor.csv,0.17,0.17,0.12,0.25,0.04,0.02,0.33,0.36,0.0,0.0,0.16,0.07,0.42,0.0,0.17,0.78,0.04,0.17,0.7
fceugc.csv,0.59,0.44,0.26,0.5,0.63,0.1,0.7,0.26,0.34,0.83,0.26,0.6,0.23,0.47,0.67,0.28,0.68,0.57,0.6
jstock.csv,0.48,0.15,0.21,0.5,0.51,0.12,0.24,0.09,0.3,0.5,0.42,0.21,0.19,0.2,0.17,0.0,0.05,0.13,0.3
keyczar.csv,0.49,0.59,0.19,0.0,0.01,0.0,0.2,0.3,0.23,0.0,0.32,0.47,0.13,0.27,0.5,0.39,0.23,0.26,0.21
mimosa.csv,0.74,0.8,0.84,1.0,0.94,0.24,0.7,0.81,0.83,0.67,0.89,0.74,0.47,1.0,1.0,1.0,0.95,0.65,0.69
miranda.csv,0.0,0.0,0.3,0.5,0.01,0.0,0.72,0.0,0.02,0.0,0.16,0.02,0.17,0.2,0.33,1.0,0.0,0.13,0.39
nativeclient.csv,0.6,0.29,0.47,0.5,0.49,0.21,0.72,0.55,0.6,0.5,0.58,0.42,0.21,0.2,0.33,0.28,0.29,0.35,0.45
ogre.csv,0.65,0.37,0.74,0.0,0.69,0.21,0.92,0.55,0.85,0.5,0.68,0.86,0.43,1.0,1.0,0.78,0.83,0.78,0.28
openfrag.csv,0.03,0.34,0.37,1.0,0.91,0.69,0.26,0.02,0.23,0.83,0.42,0.58,0.84,0.0,0.5,0.56,0.23,0.78,0.71
qdvdauthor.csv,0.9,0.49,0.56,0.5,0.65,0.43,0.67,0.96,0.64,0.5,0.37,0.26,0.3,0.4,0.83,1.0,0.88,0.3,0.57
qse.csv,0.36,0.12,0.23,0.0,0.16,0.88,0.47,0.19,0.34,0.67,0.42,0.53,0.28,0.13,0.0,0.17,0.16,0.3,0.59
reactos-mirror.csv,0.26,0.39,0.47,1.0,0.46,0.38,0.55,0.4,0.4,0.5,0.53,0.63,0.48,0.33,0.67,1.0,1.0,0.52,1.0
sandiaportals.csv,0.45,0.61,0.47,0.5,0.66,0.81,0.31,0.62,0.21,1.0,0.58,0.14,0.47,0.07,0.17,0.17,0.26,0.26,0.7
synergyspace.csv,0.22,0.24,0.14,0.0,0.41,0.17,0.41,0.66,0.34,0.33,0.16,0.49,0.32,0.2,0.17,0.11,0.35,0.17,0.06
uclmda.csv,0.13,0.41,0.09,0.0,0.18,0.1,0.04,0.11,0.21,0.0,0.16,0.09,0.59,0.0,0.17,0.39,0.01,0.35,0.12
