,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.45,0.1,0.09,0.22,0.44,0.26,0.03,0.02,0.0,0.4,0.17,0.18
echongl.csv,0.63,0.8,0.57,0.56,0.89,0.3,0.18,0.14,0.12,0.92,0.44,0.62
hazelcast.csv,0.66,0.0,0.78,0.74,0.67,0.7,0.58,0.66,0.71,0.59,0.75,0.68
japano.csv,0.75,0.9,0.91,0.75,0.33,0.87,0.87,0.91,0.96,0.76,0.85,0.55
jmol.csv,0.88,1.0,0.83,0.91,1.0,0.43,1.0,1.0,0.38,0.94,0.96,0.89
mobicents.csv,0.55,0.1,0.48,0.33,0.56,1.0,1.0,0.25,0.46,0.34,0.73,0.45
nunit.csv,0.37,0.2,0.22,0.38,0.44,0.74,0.29,0.22,0.71,0.13,0.67,0.23
openefm.csv,0.3,0.9,0.65,0.73,0.11,0.22,0.32,0.2,0.12,0.17,0.06,0.37
snakeyaml.csv,0.19,0.0,0.09,0.14,0.11,0.39,0.03,0.17,0.29,0.04,0.38,0.06
trackit.csv,0.19,0.2,0.39,0.27,0.0,0.39,0.05,0.02,0.67,0.23,0.12,0.38
unicase.csv,0.64,0.5,0.65,0.62,1.0,0.7,0.29,0.97,0.5,0.4,0.88,0.64
wheat.csv,0.46,0.3,0.26,0.48,0.56,0.09,0.89,0.62,0.25,0.18,0.29,0.47
