,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,ogre.csv,autat.csv,mimosa.csv,qdvdauthor.csv,moast.csv,biodwh.csv,jcache.csv,zxing.csv
autat.csv,0.42,0.99,0.8,0.97,0.78,0.94,0.5,0.8,0.88,0.83,0.89,0.94,0.91,0.75,0.83
biodwh.csv,0.35,0.48,0.71,0.91,0.9,0.74,0.86,0.89,0.83,0.91,0.79,0.83,0.9,0.73,0.88
brlcad.csv,0.7,0.86,0.47,0.93,0.87,0.51,0.55,0.52,0.54,0.9,0.57,0.45,0.56,0.96,0.95
delphilhlplib.csv,0.4,0.8,0.42,0.42,0.47,0.77,0.38,0.44,0.47,0.75,0.38,0.92,0.75,0.47,0.4
exordium.csv,0.8,0.44,0.59,0.97,0.74,0.49,0.82,0.96,0.58,0.59,0.88,0.62,0.55,0.54,0.94
fltk.csv,0.32,0.66,0.55,0.56,0.56,0.55,0.62,0.88,0.93,0.41,0.5,0.43,0.72,0.48,0.91
gzigzag.csv,0.85,0.97,0.92,0.96,0.88,0.82,0.62,0.97,0.95,0.89,0.92,0.67,0.62,0.83,0.9
jcache.csv,0.7,0.47,0.39,0.5,0.47,0.45,0.65,0.47,0.41,0.46,0.44,0.48,0.53,0.44,0.34
mimosa.csv,0.31,0.66,0.39,0.54,0.51,0.46,0.42,0.7,0.44,0.56,0.37,0.46,0.56,0.43,0.62
moast.csv,0.67,0.97,0.0,0.94,0.83,0.93,0.0,0.83,0.0,0.67,0.67,0.42,0.75,0.8,0.0
mptvseries.csv,0.34,0.55,0.88,0.55,0.63,0.67,0.61,0.9,0.7,0.59,0.67,0.71,0.56,0.67,0.92
ogre.csv,0.34,0.45,0.41,0.42,0.45,0.39,0.37,0.43,0.35,0.36,0.38,0.39,0.34,0.52,0.38
qdvdauthor.csv,0.42,0.62,0.61,0.63,0.54,0.74,0.55,0.68,0.45,0.93,0.44,0.84,0.92,0.58,0.58
sauerbraten.csv,0.39,0.48,0.91,0.6,0.62,0.61,0.62,0.75,0.82,0.71,0.58,0.48,0.61,0.5,0.8
zxing.csv,0.33,0.72,0.44,0.43,0.54,0.51,0.5,0.66,0.42,0.4,0.31,0.59,0.35,0.41,0.4
