,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,0.7,0.32,0.5,0.0,0.52,0.51,0.89,0.58,0.43,0.34,0.0,0.4,0.39,0.47,0.28,0.77,0.05,0.29
ardour.csv,0.39,0.36,0.39,0.58,0.2,0.36,0.03,0.99,0.28,0.39,0.39,0.31,0.22,0.35,0.17,0.64,0.95,0.11
bacnet.csv,0.48,0.55,0.48,0.92,0.37,0.37,0.26,0.58,0.22,0.26,0.29,0.42,0.36,0.36,0.28,0.5,0.44,0.39
cortex-vfx.csv,0.45,0.43,0.24,0.5,0.22,0.51,0.24,0.56,0.32,0.33,0.39,0.26,0.5,0.94,0.56,0.68,0.58,0.32
enzo.csv,0.9,0.8,0.84,0.84,0.93,0.79,0.97,0.91,0.88,0.98,0.96,0.89,0.78,0.9,0.64,1.0,0.88,0.93
growl-for-windows.csv,0.7,0.66,0.56,0.32,0.67,0.64,0.39,0.69,0.49,0.34,0.64,0.58,0.69,0.86,0.94,0.86,0.7,0.48
heekscad.csv,0.91,0.55,0.59,0.45,0.59,0.63,0.45,0.75,0.6,0.48,0.64,0.6,0.56,0.57,0.44,1.0,0.58,0.54
minig.csv,0.48,0.77,0.63,0.18,0.98,0.61,0.47,0.77,0.31,0.59,0.75,0.53,0.61,0.42,0.47,0.95,0.65,0.48
multitude.csv,0.84,0.71,0.65,0.82,0.7,0.63,0.63,0.77,0.98,0.82,0.64,0.72,0.67,0.78,0.58,0.95,0.81,0.68
natpad.csv,0.74,0.61,0.67,0.29,0.54,0.6,0.26,0.72,0.38,0.47,0.46,0.4,0.53,0.19,0.53,0.41,0.98,0.39
open-ms.csv,0.29,0.52,0.62,0.5,0.33,0.49,0.26,0.42,0.11,0.32,0.11,0.92,0.53,0.27,0.69,0.45,0.4,0.59
planeshift.csv,0.69,0.8,1.0,0.87,0.52,0.52,0.53,0.78,0.6,0.61,0.82,0.53,0.64,0.71,0.28,0.82,0.81,0.29
rocrail.csv,0.21,0.23,0.2,0.05,0.09,0.16,0.0,0.34,0.11,0.08,0.0,0.12,0.33,0.13,0.03,1.0,0.23,0.02
salasaga.csv,0.56,0.7,0.69,0.68,0.33,0.55,0.47,0.36,0.46,0.57,0.93,0.63,0.75,0.56,0.81,0.41,0.49,0.66
xcsoar.csv,0.66,0.98,0.62,0.87,0.37,0.6,0.34,0.7,0.37,0.48,0.71,0.64,0.67,0.53,0.36,0.86,0.93,0.5
xemeiah.csv,0.52,0.57,0.59,0.37,0.17,0.99,0.24,0.57,0.29,0.33,0.46,0.42,0.44,0.27,0.36,0.82,0.67,0.41
xmoto.csv,0.75,0.7,0.68,0.74,0.52,0.67,0.42,0.81,0.51,0.6,0.71,0.69,0.92,0.66,0.5,0.91,0.91,0.66
zxing.csv,0.92,0.95,0.66,0.63,0.57,0.84,0.63,0.83,0.78,0.59,0.32,0.73,0.61,0.92,0.53,0.73,0.84,1.0
