,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,0.4,0.14,0.41,0.03,0.46,0.4,0.0,0.35,0.19,0.12,0.0,0.29,0.32,0.32,0.17,0.51,0.05,0.18
ardour.csv,0.21,0.06,0.13,0.32,0.09,0.13,0.11,0.0,0.07,0.12,0.1,0.2,0.0,0.27,0.0,0.14,0.86,0.06
bacnet.csv,0.13,0.3,0.13,0.0,0.2,0.28,0.17,0.27,0.15,0.12,0.1,0.22,0.2,0.33,0.17,0.36,0.22,0.18
cortex-vfx.csv,0.19,0.28,0.17,0.59,0.24,0.29,0.29,0.31,0.14,0.08,0.23,0.18,0.32,0.0,0.33,0.21,0.34,0.24
enzo.csv,0.72,0.79,0.8,0.72,0.95,0.83,0.86,0.79,0.81,0.04,0.99,0.86,0.61,0.91,0.89,0.86,0.78,0.82
growl-for-windows.csv,0.62,0.52,0.35,0.31,0.61,0.49,0.34,0.48,0.22,0.56,0.4,0.45,0.55,0.71,0.0,0.69,0.34,0.18
heekscad.csv,0.02,0.24,0.3,0.26,0.52,0.42,0.14,0.52,0.27,0.16,0.45,0.42,0.27,0.42,0.22,0.49,0.19,0.35
minig.csv,0.34,0.42,0.43,0.18,0.0,0.47,0.2,0.54,0.2,0.16,0.45,0.48,0.25,0.26,0.5,0.64,0.36,0.35
multitude.csv,0.72,0.45,0.43,0.78,0.67,0.47,0.43,0.58,0.0,0.16,0.39,0.59,0.25,0.77,0.67,0.51,0.52,0.53
natpad.csv,0.7,0.38,0.39,0.3,0.37,0.42,0.14,0.44,0.19,0.64,0.39,0.32,0.25,0.15,0.28,0.36,0.0,0.12
open-ms.csv,0.28,0.28,0.67,0.72,0.58,0.44,0.51,0.46,0.15,0.4,0.03,0.0,0.66,0.14,0.83,0.61,0.67,0.65
planeshift.csv,0.49,0.42,0.04,0.72,0.22,0.37,0.51,0.61,0.32,0.36,0.58,0.32,0.39,0.63,0.22,0.44,0.66,0.29
rocrail.csv,0.11,0.01,0.04,0.04,0.03,0.01,0.03,0.06,0.0,0.0,0.02,0.03,0.05,0.02,0.0,0.0,0.08,0.0
salasaga.csv,0.79,0.61,0.76,0.8,0.3,0.71,0.54,0.38,0.8,0.84,0.0,0.69,0.91,0.52,0.89,0.75,0.61,0.76
xcsoar.csv,0.21,0.0,0.33,0.86,0.13,0.29,0.17,0.39,0.19,0.24,0.48,0.4,0.32,0.35,0.33,0.51,0.7,0.24
xemeiah.csv,0.13,0.23,0.26,0.27,0.13,0.0,0.11,0.27,0.08,0.04,0.17,0.26,0.16,0.12,0.17,0.28,0.2,0.12
xmoto.csv,0.38,0.41,0.37,0.7,0.43,0.33,0.43,0.49,0.29,0.16,0.73,0.55,0.02,0.53,0.5,0.65,0.86,0.29
zxing.csv,0.7,0.85,0.35,0.72,0.42,0.62,0.54,0.68,0.54,0.76,0.41,0.76,0.36,0.66,0.5,0.44,0.44,0.06
