,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,0.45,0.75,0.46,0.5,0.5,0.48,0.53,0.42,0.56,0.61,0.0,0.62,0.54,0.48,0.77,0.5,0.8,0.63
ardour.csv,0.62,0.67,0.55,0.5,0.94,0.59,0.8,0.46,0.73,0.53,0.7,0.78,0.88,0.68,0.83,0.56,0.46,0.86
bacnet.csv,0.49,0.5,0.45,0.66,0.67,0.57,0.75,0.46,0.74,0.7,0.96,0.67,0.59,0.55,0.69,0.47,0.52,0.6
cortex-vfx.csv,0.64,0.66,0.86,0.57,0.72,0.79,0.68,0.48,0.76,0.58,0.53,0.86,0.62,0.89,0.69,0.59,0.49,0.55
enzo.csv,0.44,0.38,0.35,0.35,0.35,0.39,0.39,0.35,0.4,0.4,0.54,0.39,0.42,0.43,0.33,0.4,0.4,0.35
growl-for-windows.csv,0.55,0.47,0.45,0.8,0.41,0.6,0.59,0.43,0.56,0.73,0.59,0.52,0.55,0.43,0.59,0.45,0.46,0.47
heekscad.csv,0.42,0.46,0.39,0.64,0.43,0.44,0.5,0.38,0.44,0.49,0.52,0.5,0.47,0.47,0.5,0.41,0.49,0.44
minig.csv,0.51,0.42,0.39,0.8,0.58,0.5,0.56,0.4,0.75,0.39,0.48,0.5,0.52,0.53,0.38,0.42,0.35,0.42
multitude.csv,0.45,0.43,0.4,0.39,0.35,0.38,0.44,0.37,0.52,0.36,0.46,0.43,0.49,0.46,0.36,0.37,0.43,0.36
natpad.csv,0.53,0.57,0.38,0.76,0.56,0.59,0.8,0.4,0.69,0.64,0.59,0.59,0.63,0.8,0.79,0.82,0.55,0.58
open-ms.csv,0.94,0.65,0.48,0.54,0.69,0.81,0.86,0.67,0.94,0.77,0.86,0.89,0.67,0.98,0.57,0.66,0.75,0.57
planeshift.csv,0.45,0.36,0.37,0.38,0.51,0.44,0.55,0.4,0.5,0.41,0.46,0.55,0.4,0.48,0.57,0.34,0.42,0.57
rocrail.csv,0.95,0.93,0.88,0.8,0.83,0.92,0.0,0.65,0.86,0.88,0.67,0.96,0.64,0.93,0.0,0.68,0.87,0.0
salasaga.csv,0.66,0.52,0.46,0.47,0.87,0.66,0.68,0.8,0.65,0.65,0.88,0.53,0.51,0.65,0.49,0.59,0.73,0.5
xcsoar.csv,0.43,0.49,0.37,0.4,0.67,0.59,0.58,0.38,0.63,0.44,0.45,0.5,0.42,0.49,0.47,0.42,0.45,0.44
xemeiah.csv,0.43,0.42,0.36,0.56,0.94,0.59,0.62,0.43,0.62,0.63,0.5,0.58,0.52,0.76,0.5,0.4,0.38,0.48
xmoto.csv,0.42,0.4,0.38,0.49,0.48,0.44,0.45,0.39,0.54,0.43,0.64,0.49,0.53,0.5,0.44,0.42,0.48,0.4
zxing.csv,0.45,0.39,0.4,0.47,0.46,0.5,0.47,0.4,0.43,0.53,0.85,0.44,0.53,0.42,0.71,0.41,0.47,0.4
