,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,0.51,0.15,0.1,0.75,0.18,0.0,0.17,0.22,0.0,0.71,0.07,0.08,0.14,0.05,0.15,0.3,0.57,0.6,0.36,0.03
cuberok.csv,0.36,0.5,0.7,0.45,1.0,0.51,0.6,0.61,0.45,0.0,0.16,0.67,0.43,0.52,0.89,0.28,0.85,0.21,0.47,0.52
emisview.csv,0.03,0.03,0.3,0.0,0.13,0.09,0.0,0.22,0.0,0.0,0.11,0.02,0.5,0.03,0.16,0.2,0.0,0.09,0.0,0.05
jas.csv,0.69,0.37,0.0,0.0,0.03,0.43,0.57,0.47,0.64,0.29,0.21,0.02,0.43,0.08,0.0,0.12,0.02,0.56,0.06,0.34
jatlas.csv,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.06,0.0,0.0,0.02,0.0,0.0
javaprofiler.csv,0.77,0.6,0.7,1.0,0.29,0.11,0.4,0.58,0.09,0.8,0.29,0.1,0.57,0.29,0.12,0.43,0.68,1.0,0.0,0.73
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jgossipforum.csv,0.0,0.03,0.0,0.0,0.0,0.11,0.0,0.01,0.27,0.0,0.0,0.02,0.07,0.02,0.03,0.0,0.02,0.05,0.0,0.0
jrefactory.csv,0.28,0.45,0.6,0.7,0.0,0.4,0.47,0.3,0.36,0.29,0.44,0.75,0.36,0.52,0.47,0.48,0.19,0.35,0.61,0.79
kdenlive.csv,0.0,0.48,0.4,0.55,0.71,0.6,0.53,0.81,0.82,0.77,0.28,0.37,0.71,0.89,0.62,0.41,0.43,0.79,0.36,0.81
m-m-m.csv,0.82,0.84,0.0,1.0,0.95,1.0,0.55,0.68,0.55,1.0,0.8,1.0,0.71,0.97,0.82,0.85,0.62,0.72,0.86,0.79
octet.csv,0.51,0.56,0.8,0.25,0.89,0.26,0.85,0.95,0.09,0.2,0.45,0.0,0.93,0.24,0.25,0.36,0.17,0.23,0.42,0.47
opendvr.csv,0.41,0.73,0.7,0.45,0.84,0.57,0.96,0.81,0.27,0.37,0.76,0.92,0.93,0.8,0.86,0.77,0.02,0.6,0.94,0.61
opennms.csv,0.54,0.19,0.0,0.0,0.13,0.11,0.08,0.01,0.27,0.4,0.21,0.06,0.07,0.09,0.03,0.06,0.09,0.33,0.08,0.03
poormans.csv,0.49,0.29,0.4,0.2,0.34,0.14,0.79,0.62,0.09,0.4,0.05,0.04,0.57,0.09,0.09,0.0,0.09,0.26,0.0,0.26
power-architect.csv,0.64,0.82,1.0,0.5,0.74,0.74,0.83,0.79,0.64,0.6,0.65,0.76,0.0,0.83,0.94,0.77,0.66,0.44,0.92,1.0
rohxel.csv,0.69,0.65,0.4,0.8,0.68,0.83,0.89,0.68,0.0,0.74,0.37,0.29,0.86,0.58,0.37,0.91,0.58,0.65,0.56,0.66
synecdoche.csv,0.59,0.48,0.7,0.6,0.63,0.43,0.57,0.58,0.27,0.74,0.37,0.59,0.71,0.65,0.7,0.44,0.74,0.0,0.64,0.79
thedata.csv,0.31,0.1,0.1,0.45,0.32,0.14,0.04,0.18,0.09,0.49,0.34,0.18,0.36,0.12,0.05,0.09,0.25,0.58,0.08,0.0
x-ray-mule.csv,0.31,0.45,0.5,0.0,0.39,0.29,0.25,0.45,0.18,0.37,0.54,0.75,0.43,0.2,0.51,0.41,0.45,0.3,0.53,0.34
