,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,0.58,0.13,0.27,0.73,0.1,1.0,0.4,0.27,0.38,0.48,0.09,0.0,0.44,0.0,0.0,0.18,0.37,0.47,0.2,0.29
cuberok.csv,0.5,0.15,0.59,0.05,0.73,0.3,0.47,0.37,0.62,0.98,0.1,0.22,0.65,0.05,0.12,0.35,0.46,0.35,0.43,0.11
emisview.csv,0.0,0.0,0.26,0.0,0.22,0.11,1.0,0.36,0.1,0.0,0.06,0.22,0.58,0.0,0.07,0.45,0.09,0.06,0.08,0.0
jas.csv,0.39,0.13,0.0,0.0,0.14,0.37,0.29,0.38,0.54,0.06,0.15,0.0,0.5,0.0,1.0,0.15,0.0,0.37,0.27,0.08
jatlas.csv,0.05,1.0,0.0,0.06,0.0,0.0,0.16,0.0,0.05,0.0,0.0,0.22,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0
javaprofiler.csv,0.78,0.13,0.64,0.75,0.57,0.43,0.48,0.36,0.3,0.44,0.0,0.29,0.68,0.0,0.0,0.5,0.37,0.48,1.0,0.15
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
jgossipforum.csv,0.18,0.0,0.0,0.0,0.04,0.0,0.0,0.07,0.38,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.08,0.23,0.0,0.0
jrefactory.csv,0.36,0.11,0.52,0.24,1.0,0.51,0.4,0.35,0.49,0.48,0.02,0.2,0.67,0.05,0.03,0.35,0.22,0.4,0.75,0.14
kdenlive.csv,0.99,0.11,0.55,0.39,0.68,0.46,0.48,0.42,0.67,0.52,0.11,0.27,0.76,0.03,0.18,0.5,0.3,0.48,0.5,0.04
m-m-m.csv,0.81,0.13,1.0,0.75,0.72,0.57,0.4,0.28,0.83,0.52,0.03,0.22,0.78,0.06,0.09,0.3,0.38,0.52,0.8,0.11
octet.csv,0.39,0.1,0.45,0.0,0.45,0.32,0.51,0.42,0.55,0.43,0.07,1.0,0.87,0.0,0.24,0.52,0.23,0.34,0.58,0.06
opendvr.csv,0.43,0.11,0.87,0.5,0.7,0.72,0.43,0.39,0.58,0.51,0.02,0.17,0.87,0.07,0.12,0.32,0.98,0.43,0.7,0.17
opennms.csv,0.6,0.21,0.11,0.29,0.13,0.1,0.14,0.98,0.58,0.24,0.11,0.0,0.28,0.0,0.15,0.13,0.07,0.28,0.23,0.5
poormans.csv,0.52,0.16,0.38,0.16,0.4,0.31,0.47,0.38,0.3,0.56,0.12,0.36,0.67,0.0,0.0,1.0,0.41,0.37,0.19,0.18
power-architect.csv,0.46,0.1,0.87,0.62,0.73,0.67,0.46,0.41,0.76,0.41,0.01,0.23,1.0,0.07,0.05,0.33,0.46,0.4,0.58,0.11
rohxel.csv,0.7,0.2,0.79,0.63,0.53,0.67,0.46,0.4,1.0,0.57,0.04,0.24,0.79,0.05,0.08,0.36,0.42,0.59,0.55,0.09
synecdoche.csv,0.58,0.06,0.8,0.35,0.58,0.63,0.44,0.26,0.38,0.52,0.07,0.1,0.68,0.09,0.06,0.25,0.42,1.0,0.68,0.14
thedata.csv,0.45,0.43,0.14,0.41,0.23,0.38,0.15,0.21,0.26,0.44,0.07,0.22,0.29,0.0,0.13,0.2,0.11,0.5,0.12,1.0
x-ray-mule.csv,0.58,0.22,0.76,0.98,0.47,0.28,0.33,0.32,0.48,0.21,0.03,0.16,0.46,0.0,0.08,0.21,0.33,0.44,0.64,0.08
