,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,0.51,0.24,0.19,0.58,0.07,1.0,0.4,0.29,0.27,0.54,0.24,0.0,0.34,0.0,0.0,0.24,0.52,0.54,0.15,0.29
cuberok.csv,0.42,0.58,0.42,0.04,0.0,0.3,0.63,0.55,0.52,0.96,0.45,0.58,0.55,0.5,0.37,0.48,0.45,0.32,0.36,0.5
emisview.csv,0.0,0.0,0.19,0.0,0.17,0.07,1.0,0.4,0.06,0.0,0.24,0.17,0.47,0.0,0.14,0.54,0.06,0.04,0.05,0.0
jas.csv,0.33,0.43,0.0,0.0,0.1,0.36,0.4,0.54,0.42,0.06,0.8,0.0,0.4,0.0,1.0,0.15,0.0,0.42,0.19,0.29
jatlas.csv,0.04,1.0,0.0,0.04,0.0,0.0,0.11,0.0,0.04,0.0,0.0,0.17,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0
javaprofiler.csv,0.57,0.55,0.46,0.0,0.52,0.35,0.61,0.53,0.21,0.44,0.0,0.34,0.55,0.0,0.0,0.79,0.5,0.0,1.0,0.65
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
jgossipforum.csv,0.12,0.0,0.0,0.0,0.02,0.0,0.0,0.05,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.17,0.0,0.0
jrefactory.csv,0.29,0.42,0.39,0.21,1.0,0.5,0.52,0.43,0.39,0.49,0.23,0.52,0.57,0.5,0.14,0.57,0.21,0.41,0.64,0.57
kdenlive.csv,0.99,0.42,0.44,0.35,0.58,0.46,0.64,0.5,0.42,0.52,0.78,0.58,0.56,0.29,0.75,0.78,0.39,0.47,0.42,0.24
m-m-m.csv,0.52,0.44,1.0,0.0,0.21,0.0,0.54,0.42,0.7,0.0,0.43,0.0,0.57,0.13,0.42,0.41,0.53,0.55,0.44,0.5
octet.csv,0.33,0.41,0.29,0.0,0.29,0.28,0.47,0.21,0.43,0.4,0.73,1.0,0.27,0.0,0.64,0.78,0.21,0.32,0.51,0.28
opendvr.csv,0.37,0.48,0.63,0.45,0.46,0.74,0.17,0.48,0.48,0.56,0.35,0.28,0.27,0.56,0.43,0.51,1.0,0.49,0.23,0.76
opennms.csv,0.53,0.45,0.07,0.2,0.1,0.07,0.11,1.0,0.48,0.26,0.63,0.0,0.2,0.0,0.15,0.11,0.06,0.28,0.16,0.55
poormans.csv,0.46,0.44,0.28,0.12,0.35,0.25,0.53,0.56,0.21,0.63,0.24,0.34,0.54,0.0,0.0,1.0,0.37,0.35,0.13,0.53
power-architect.csv,0.4,0.41,0.0,0.58,0.6,0.61,0.48,0.52,0.6,0.48,0.22,0.57,1.0,0.51,0.18,0.52,0.61,0.43,0.26,0.0
rohxel.csv,0.58,0.73,0.68,0.47,0.48,0.49,0.37,0.57,1.0,0.59,0.43,0.47,0.41,0.48,0.28,0.33,0.58,0.65,0.47,0.46
synecdoche.csv,0.51,0.23,0.58,0.32,0.54,0.65,0.59,0.4,0.3,0.55,0.61,0.31,0.5,0.73,0.36,0.41,0.54,1.0,0.58,0.57
thedata.csv,0.38,0.64,0.1,0.36,0.19,0.31,0.11,0.21,0.18,0.5,0.61,0.33,0.22,0.0,0.15,0.18,0.11,0.57,0.09,1.0
x-ray-mule.csv,0.51,0.73,0.63,0.98,0.42,0.24,0.34,0.45,0.37,0.21,0.41,0.45,0.36,0.0,0.4,0.32,0.43,0.45,0.56,0.29
