,delphilhlplib.csv,fltk.csv,phet.csv,fceugc.csv,sumatrapdf.csv,ogre.csv,lportal.csv,jstock.csv,sandiaportals.csv,biodwh.csv,factor.csv,natpad.csv
biodwh.csv,0.56,0.77,0.07,0.81,0.0,0.5,0.4,0.23,0.28,0.0,0.52,0.03
delphilhlplib.csv,0.0,0.04,0.18,0.07,0.07,0.5,0.23,0.23,0.0,0.01,0.22,0.52
factor.csv,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.06,0.0,0.0
fceugc.csv,0.83,0.25,0.36,0.0,0.11,0.5,0.38,0.44,0.22,0.51,0.3,0.19
fltk.csv,0.39,0.02,0.34,0.21,0.13,0.0,0.64,0.09,0.0,0.18,0.13,0.61
jstock.csv,0.22,0.02,0.19,0.02,0.11,0.5,0.16,0.02,0.28,0.21,0.0,0.09
lportal.csv,0.78,0.59,0.1,0.42,0.38,1.0,0.0,0.51,0.33,0.32,0.48,0.33
natpad.csv,0.72,0.44,0.34,0.49,0.09,0.5,0.49,0.21,0.33,0.42,0.13,0.0
ogre.csv,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
phet.csv,0.72,0.18,0.0,0.56,0.44,0.5,0.09,0.56,0.94,0.32,0.7,0.44
sandiaportals.csv,0.44,0.49,0.74,0.51,0.53,1.0,0.91,0.49,0.0,0.66,0.39,0.75
sumatrapdf.csv,1.0,0.4,0.59,0.49,0.0,1.0,0.59,0.26,1.0,0.55,0.35,1.0
