,delphilhlplib.csv,fltk.csv,phet.csv,fceugc.csv,sumatrapdf.csv,ogre.csv,lportal.csv,jstock.csv,sandiaportals.csv,biodwh.csv,factor.csv,natpad.csv
biodwh.csv,0.64,0.55,0.15,0.5,0.04,0.57,0.25,0.65,0.32,0.93,0.74,0.11
delphilhlplib.csv,0.98,0.1,0.12,0.17,0.44,0.4,0.58,0.35,0.48,0.2,0.06,0.65
factor.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.98,0.0
fceugc.csv,0.39,0.45,0.42,0.96,0.19,0.21,0.47,0.26,0.2,0.5,0.49,0.25
fltk.csv,0.43,0.96,0.17,0.42,0.59,0.29,0.61,0.1,0.43,0.37,0.33,0.53
jstock.csv,0.55,0.19,0.11,0.06,0.44,0.22,0.44,1.0,0.58,0.37,0.06,0.45
lportal.csv,0.49,0.4,0.17,0.57,0.32,0.0,0.92,0.53,0.13,0.37,0.23,0.32
natpad.csv,0.59,0.61,0.23,0.59,0.37,0.33,0.67,0.18,0.61,0.58,0.46,0.94
ogre.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
phet.csv,0.49,0.16,0.9,0.35,0.12,0.69,0.11,0.46,0.17,0.37,0.57,0.14
sandiaportals.csv,0.59,0.64,0.47,0.65,0.71,0.0,0.33,0.64,1.0,0.51,0.69,0.56
sumatrapdf.csv,0.0,0.5,0.49,0.52,0.95,0.0,0.69,0.42,0.0,0.55,0.52,0.0
