,delphilhlplib.csv,fltk.csv,phet.csv,fceugc.csv,sumatrapdf.csv,ogre.csv,lportal.csv,jstock.csv,sandiaportals.csv,biodwh.csv,factor.csv,natpad.csv
biodwh.csv,1.0,1.0,0.0,0.0,0.0,0.0,104.0,1.0,1.0,0.0,0.0,0.0
delphilhlplib.csv,0.0,1.0,0.0,2.0,0.0,0.0,34.0,1.0,0.0,0.0,5.0,0.0
factor.csv,70.0,236.0,289.0,63.0,85.0,226.0,18.0,55.0,70.0,82.0,0.0,106.0
fceugc.csv,1.0,0.0,3.0,0.0,5.0,0.0,51.0,2.0,2.0,11.0,1.0,0.0
fltk.csv,2.0,0.0,1.0,4.0,0.0,0.0,102.0,1.0,0.0,6.0,0.0,0.0
jstock.csv,1.0,0.0,0.0,0.0,1.0,0.0,30.0,0.0,1.0,5.0,0.0,1.0
lportal.csv,1.0,3.0,4.0,0.0,3.0,0.0,0.0,5.0,3.0,17.0,0.0,1.0
natpad.csv,1.0,2.0,2.0,0.0,0.0,0.0,262.0,6.0,4.0,1.0,0.0,0.0
ogre.csv,1.0,3.0,5.0,0.0,0.0,0.0,171.0,5.0,4.0,18.0,0.0,1.0
phet.csv,1.0,0.0,0.0,0.0,9.0,0.0,87.0,3.0,4.0,11.0,0.0,1.0
sandiaportals.csv,1.0,2.0,6.0,1.0,0.0,0.0,131.0,8.0,0.0,10.0,0.0,11.0
sumatrapdf.csv,1.0,2.0,5.0,3.0,0.0,0.0,184.0,8.0,4.0,4.0,0.0,1.0
