,n2cms.csv,nuttx.csv,hatari.csv,nug.csv,tcl.csv,genecys.csv,alsa.csv,proftp.csv,alpine.csv,boost.csv,gusanos.csv,truevision.csv,uclmda.csv,pydev.csv,fmri-dmt.csv,wxstudio.csv,wxjs.csv,uwom.csv
alpine.csv,0.55,0.0,0.0,0.71,0.0,0.38,0.0,0.69,0.82,0.0,0.0,0.47,0.61,0.61,0.33,0.51,0.0,0.54
alsa.csv,0.64,0.29,0.69,0.6,0.4,0.59,0.63,0.47,0.69,0.54,0.5,0.62,0.8,0.63,0.52,0.49,0.0,0.76
boost.csv,0.59,0.48,0.66,0.73,0.32,0.76,0.59,0.42,0.29,0.69,0.52,0.62,0.48,0.67,0.63,0.39,0.49,0.68
fmri-dmt.csv,0.54,0.21,0.24,0.56,0.35,0.5,0.5,0.25,0.34,0.38,0.44,0.37,0.81,0.54,0.94,0.42,0.0,0.32
genecys.csv,0.28,0.49,0.3,0.43,0.51,0.76,0.45,0.61,0.56,0.53,0.27,0.38,0.0,0.43,0.52,0.29,0.51,0.64
gusanos.csv,0.53,0.56,0.44,0.62,0.47,0.36,0.53,0.38,0.61,0.45,0.78,0.67,0.59,0.64,0.58,0.6,0.28,0.3
hatari.csv,0.51,0.2,0.69,0.43,0.56,0.37,0.56,0.63,0.56,0.58,0.55,0.0,0.48,0.69,0.34,0.38,0.76,0.67
n2cms.csv,0.79,0.3,0.62,0.38,0.37,0.56,0.53,0.76,0.57,0.25,0.56,0.61,0.0,0.53,0.64,0.58,0.75,0.67
nug.csv,0.56,0.6,0.43,0.8,0.0,0.2,0.21,0.26,0.5,0.22,0.54,0.38,0.86,0.48,0.5,0.46,0.14,0.23
nuttx.csv,0.1,0.67,0.32,0.48,0.55,0.51,0.37,0.62,0.47,0.3,0.55,0.48,0.53,0.25,0.2,0.31,0.29,0.45
proftp.csv,0.02,0.0,0.0,0.21,0.66,0.47,0.01,0.74,0.55,0.12,0.56,0.43,0.0,0.58,0.2,0.06,0.91,0.38
pydev.csv,0.7,0.18,0.55,0.41,0.63,0.6,0.24,0.61,0.65,0.23,0.32,0.6,0.34,0.68,0.64,0.53,0.71,0.57
tcl.csv,0.51,0.4,0.5,0.48,0.71,0.35,0.01,0.54,0.48,0.43,0.43,0.4,0.11,0.43,0.59,0.52,0.44,0.0
truevision.csv,0.42,0.04,0.33,0.46,0.0,0.74,0.13,0.6,0.68,0.52,0.29,0.74,0.49,0.55,0.63,0.45,0.14,0.75
uclmda.csv,0.0,0.18,0.0,0.0,0.0,0.02,0.01,0.2,0.0,0.02,0.34,0.0,0.99,0.04,0.0,0.28,0.0,0.02
uwom.csv,0.57,0.21,0.6,0.21,0.0,0.49,0.07,0.7,0.29,0.5,0.23,0.52,0.38,0.68,0.52,0.5,0.14,0.83
wxjs.csv,0.02,0.0,0.0,0.0,0.33,0.02,0.02,0.31,0.0,0.0,0.11,0.04,0.02,0.07,0.2,0.06,0.96,0.0
wxstudio.csv,0.31,0.37,0.25,0.32,0.47,0.17,0.45,0.4,0.59,0.31,0.47,0.36,0.95,0.4,0.37,0.71,0.69,0.27
