,n2cms.csv,nuttx.csv,hatari.csv,nug.csv,tcl.csv,genecys.csv,alsa.csv,proftp.csv,alpine.csv,boost.csv,gusanos.csv,truevision.csv,uclmda.csv,pydev.csv,fmri-dmt.csv,wxstudio.csv,wxjs.csv,uwom.csv
alpine.csv,0.42,0.53,0.42,0.45,0.37,0.43,0.38,0.34,0.72,0.45,0.42,0.72,0.4,0.37,0.32,0.44,0.96,0.41
alsa.csv,0.53,0.56,0.5,0.43,0.63,0.36,0.5,0.5,0.81,0.53,0.51,0.57,0.28,0.42,0.3,0.58,0.62,0.47
boost.csv,0.39,0.62,0.5,0.47,0.76,0.42,0.45,0.56,0.74,0.56,0.46,0.42,0.27,0.43,0.38,0.58,0.49,0.45
fmri-dmt.csv,0.55,0.57,0.44,0.9,0.88,0.84,0.55,0.93,0.74,0.52,0.62,0.87,0.27,0.58,0.75,0.76,0.84,0.47
genecys.csv,0.59,0.69,0.71,0.45,0.49,0.46,0.45,0.34,0.42,0.51,0.43,0.65,0.26,0.39,0.37,0.51,0.57,0.47
gusanos.csv,0.49,0.63,0.4,0.39,0.53,0.4,0.37,0.4,0.57,0.44,0.4,0.34,0.29,0.35,0.35,0.38,0.51,0.39
hatari.csv,0.41,0.72,0.59,0.35,0.33,0.44,0.39,0.42,0.48,0.56,0.45,0.38,0.49,0.37,0.31,0.48,0.41,0.48
n2cms.csv,0.5,0.73,0.35,0.36,0.32,0.31,0.43,0.31,0.37,0.81,0.4,0.31,0.38,0.34,0.39,0.35,0.31,0.41
nug.csv,0.4,0.68,0.46,0.62,0.37,0.94,0.4,0.96,0.61,0.86,0.48,0.51,0.27,0.42,0.48,0.69,0.69,0.46
nuttx.csv,0.88,0.74,0.56,0.4,0.37,0.36,0.61,0.38,0.77,0.81,0.45,0.54,0.44,0.67,0.6,0.58,0.93,0.62
proftp.csv,0.0,0.0,0.0,0.47,0.31,0.37,0.0,0.37,0.38,0.97,0.41,0.5,0.0,0.48,0.78,0.67,0.49,0.75
pydev.csv,0.46,0.9,0.46,0.36,0.36,0.33,0.93,0.43,0.47,0.9,0.56,0.36,0.54,0.49,0.44,0.44,0.39,0.69
tcl.csv,0.49,0.57,0.57,0.47,0.48,0.55,0.0,0.58,0.53,0.98,0.62,0.58,0.94,0.62,0.46,0.72,0.48,0.0
truevision.csv,0.62,0.86,0.73,0.35,0.0,0.37,0.96,0.34,0.6,0.53,0.74,0.43,0.26,0.47,0.41,0.53,0.45,0.47
uclmda.csv,0.0,0.97,0.0,0.0,0.0,0.5,0.86,0.94,0.5,0.95,0.82,0.5,0.27,0.92,0.86,0.96,0.0,0.98
uwom.csv,0.46,0.97,0.5,0.8,0.0,0.53,0.9,0.39,0.96,0.62,0.92,0.86,0.38,0.46,0.5,0.56,0.77,0.61
wxjs.csv,0.86,0.0,0.0,0.0,0.85,0.0,0.8,0.92,0.96,0.67,0.89,0.75,0.67,0.86,0.94,0.67,0.68,0.0
wxstudio.csv,0.78,0.86,0.9,0.43,0.42,0.93,0.65,0.7,0.5,0.75,0.64,0.49,0.26,0.54,0.59,0.45,0.42,0.48
