,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,0.38,0.0,0.32,0.53,0.27,0.86,0.42,0.5,0.06,0.51,0.23,0.17,0.52,0.54,0.15,0.56,0.55,0.37,0.3,0.29
cuberok.csv,0.6,0.75,0.35,0.37,0.42,0.53,0.59,0.43,0.46,0.7,0.0,0.47,0.44,0.83,0.56,0.57,0.24,0.35,0.4,0.52
emisview.csv,0.28,0.62,0.14,0.16,0.17,0.45,0.69,0.48,0.53,0.0,0.24,0.17,0.44,0.98,0.77,0.66,0.11,0.0,0.24,0.0
jas.csv,0.58,0.41,0.28,0.84,0.14,0.49,0.51,0.55,0.53,0.36,0.87,0.47,0.43,0.55,0.88,0.54,0.31,0.27,0.27,0.29
jatlas.csv,0.36,0.97,0.28,0.09,0.43,0.52,0.45,0.4,0.06,0.42,0.0,0.47,0.24,0.0,0.72,0.71,0.0,0.42,0.09,0.53
javaprofiler.csv,0.61,0.58,0.43,0.0,0.49,0.48,0.26,0.45,0.55,0.49,0.0,0.55,0.48,0.78,0.61,0.68,0.56,0.52,0.74,0.26
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98,0.0,0.0,0.0,0.0,0.0,0.0
jgossipforum.csv,0.51,0.24,0.21,0.31,0.26,0.11,0.47,0.33,0.49,0.44,0.99,0.17,0.23,0.0,0.0,0.46,0.21,0.47,0.24,0.55
jrefactory.csv,0.57,0.22,0.59,0.35,0.69,0.57,0.05,0.09,0.6,0.53,0.22,0.09,0.2,0.45,0.29,0.31,0.39,0.52,0.23,0.33
kdenlive.csv,0.75,0.77,0.46,0.27,0.49,0.45,0.54,0.63,0.32,0.63,0.71,0.59,0.51,0.0,0.7,0.8,0.53,0.48,0.49,0.27
m-m-m.csv,0.65,0.43,0.78,0.77,0.59,0.0,0.46,0.37,0.59,0.59,0.42,0.0,0.57,0.44,0.32,0.62,0.57,0.52,0.49,0.36
octet.csv,0.4,0.41,0.43,0.0,0.3,0.61,0.47,0.42,0.41,0.43,0.47,0.73,0.27,0.0,0.62,0.63,0.06,0.52,0.32,0.29
opendvr.csv,0.58,0.75,0.3,0.25,0.37,0.37,0.33,0.7,0.36,0.61,0.73,0.62,0.0,0.0,0.63,0.8,0.75,0.57,0.33,0.29
opennms.csv,0.28,0.43,0.07,0.04,0.05,0.11,0.55,0.71,0.53,0.26,0.64,0.34,0.35,0.0,0.55,0.04,0.27,0.0,0.01,0.0
poormans.csv,0.18,0.64,0.17,0.0,0.29,0.21,0.6,0.35,0.04,0.31,0.24,0.48,0.33,0.0,0.74,0.79,0.06,0.12,0.06,0.55
power-architect.csv,0.41,0.44,0.31,0.0,0.57,0.57,0.56,0.48,0.6,0.13,0.22,0.52,0.81,0.09,0.46,0.37,0.3,0.09,0.23,0.2
rohxel.csv,0.62,0.24,0.1,0.38,0.15,0.14,0.43,0.21,0.66,0.31,0.0,0.34,0.26,0.0,0.15,0.64,0.45,0.41,0.2,0.0
synecdoche.csv,0.44,0.43,0.0,0.25,0.48,0.61,0.55,0.58,0.42,0.0,0.43,0.31,0.53,0.0,0.14,0.66,0.55,0.71,0.35,0.54
thedata.csv,0.64,0.42,0.32,0.41,0.53,0.49,0.32,0.59,0.61,0.49,0.67,0.54,0.39,0.0,0.59,0.59,0.43,0.56,0.57,0.98
x-ray-mule.csv,0.23,0.43,0.34,0.81,0.12,0.0,0.26,0.55,0.43,0.0,0.54,0.31,0.25,0.53,0.41,0.33,0.06,0.04,0.44,0.0
