,id,expected,max_bell,avge,median,bellwether,size
54,2,1,2,1.5,0.7849999999999999,mclient-mume.csv,2
50,3,2,2,1.57,0.52,jam-daq.csv,7
48,4,6,3,2.29,0.52,apertium.csv,17
56,5,3,3,3.2,0.605,springside.csv,10
22,6,6,10,6.89,0.725,gabel.csv,18
17,7,5,3,3.0,0.43,sblim.csv,16
27,8,4,3,2.45,0.5,hannosset.csv,11
25,10,0,0,0.0,0.12,atunes.csv,1
16,11,1,1,0.67,0.52,columba.csv,3
55,13,1,2,1.0,0.73,amanda.csv,3
57,14,5,6,4.44,0.38,bibedt.csv,17
49,15,5,4,3.14,0.49,openmeetings.csv,14
19,16,3,5,3.12,0.705,empserver.csv,8
24,17,1,0,0.0,0.27,voms.csv,2
14,18,1,1,0.67,0.24,lmms.csv,3
26,19,3,5,3.5,0.7949999999999999,ng4j.csv,8
13,20,5,5,2.29,0.505,wow-qrsk.csv,14
28,21,3,4,2.5,0.64,cortex-vfx.csv,8
58,22,4,5,3.36,0.63,fm-classic.csv,11
15,27,2,1,1.29,0.54,jaql.csv,7
23,28,5,4,2.6,0.44,nodal.csv,15
18,29,5,4,4.56,0.525,hydrate.csv,16
38,30,6,10,8.56,0.74,myfaces.csv,19
33,31,2,3,2.2,0.71,poormans.csv,5
12,33,3,6,3.5,0.825,levent.csv,10
11,34,2,3,2.0,0.52,jguard.csv,7
6,35,1,2,1.5,0.525,zorannt.csv,4
32,36,5,7,4.88,0.61,libarchive.csv,16
39,37,6,12,7.5,0.755,reaper-ecad.csv,18
31,38,2,4,3.14,0.72,mcmc-jags.csv,7
40,39,5,8,4.38,0.66,customsagetv.csv,16
52,40,2,2,2.14,0.39,rtb-team.csv,8
46,41,5,4,2.07,0.53,jcae.csv,15
20,42,2,2,1.17,0.365,adaptagrams.csv,6
30,43,4,7,4.23,0.66,ftm.csv,13
29,44,7,15,6.2,0.82,genoviz.csv,20
21,45,1,2,1.0,0.62,tolven.csv,4
45,46,2,3,1.6,0.72,kmess.csv,5
53,47,7,9,5.6,0.625,ktc.csv,20
47,48,3,3,2.44,0.63,mptvseries.csv,9
51,49,2,5,3.14,0.71,riff-evolve.csv,7
3,50,4,6,4.75,0.74,delphilhlplib.csv,12
41,52,4,4,3.55,0.58,gisgraphy.csv,11
37,53,5,2,2.12,0.48,mia.csv,17
36,54,1,2,1.67,0.75,graphmak.csv,3
42,55,6,3,2.83,0.265,anaxagora.csv,20
7,56,3,1,1.44,0.45,optalgtoolkit.csv,9
5,57,6,5,4.0,0.54,opengs.csv,18
8,58,5,7,6.47,0.62,ibatisdb.csv,17
1,59,1,2,2.0,0.9450000000000001,jmol.csv,2
10,60,5,3,3.29,0.515,flylinkdc.csv,14
0,61,3,6,4.3,0.69,arsenal-1.csv,10
35,62,2,3,1.83,0.58,n2cms.csv,6
43,63,6,8,6.39,0.615,elvishrayrenderer.csv,18
44,64,4,4,2.0,0.545,aubit4gl.csv,12
34,65,3,2,2.1,0.445,trinitycore.csv,10
2,66,3,2,2.33,0.62,nassp.csv,9
9,67,0,0,0.0,0.55,jrdf.csv,1
4,68,3,6,4.8,0.785,rodin-b-sharp.csv,10
