,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,ogre.csv,autat.csv,mimosa.csv,qdvdauthor.csv,moast.csv,biodwh.csv,jcache.csv,zxing.csv
autat.csv,0.28,0.02,0.42,0.06,0.0,0.17,0.0,0.03,0.94,0.08,0.05,0.03,0.17,0.09,0.21
biodwh.csv,0.18,0.0,0.55,0.42,0.16,0.24,0.37,0.39,0.31,0.08,0.55,0.08,1.0,0.44,0.39
brlcad.csv,0.87,0.95,0.92,0.91,0.58,0.79,0.84,0.85,0.94,0.71,0.9,0.93,0.75,0.82,0.95
delphilhlplib.csv,0.38,0.62,1.0,0.12,0.53,0.59,0.26,0.05,0.44,0.34,0.12,0.08,0.17,0.41,0.12
exordium.csv,0.36,0.48,0.38,0.09,1.0,0.66,0.21,0.26,0.44,0.47,0.15,0.11,0.33,0.47,0.62
fltk.csv,0.64,0.13,0.38,0.98,0.68,0.48,0.47,0.16,0.25,0.45,0.32,0.53,0.25,0.24,0.09
gzigzag.csv,0.64,0.45,0.04,0.3,0.37,0.97,0.68,0.27,0.19,0.18,0.12,0.04,0.08,0.29,0.04
jcache.csv,0.44,0.41,0.62,0.39,0.32,0.55,0.21,0.32,0.75,0.45,0.3,0.9,0.67,1.0,0.62
mimosa.csv,0.77,0.9,0.72,0.67,0.68,0.72,0.47,0.71,0.56,0.95,0.5,0.78,0.5,0.74,0.38
moast.csv,1.0,1.0,0.91,1.0,1.0,0.79,1.0,1.0,0.88,1.0,1.0,1.0,0.83,0.76,0.86
mptvseries.csv,0.59,0.43,0.58,0.41,0.47,0.28,1.0,0.15,0.5,0.34,0.3,0.38,0.33,0.24,0.12
ogre.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qdvdauthor.csv,0.31,0.35,0.57,0.26,0.32,0.07,0.16,0.37,0.44,0.26,1.0,0.03,0.08,0.09,0.14
sauerbraten.csv,1.0,0.98,0.42,0.39,0.63,0.45,0.42,0.32,0.44,0.5,0.25,0.15,0.5,0.56,0.16
zxing.csv,0.51,0.0,0.51,0.87,0.63,0.55,0.63,0.43,0.44,0.32,0.78,0.45,0.67,0.35,1.0
