,jahshakafx.csv,unladen-swallow.csv,reaper-ecad.csv,psycle.csv,emeraldemu.csv,open-beos.csv,cornerstone.csv,unimrcp.csv,nassp.csv,grafx2.csv,sbml.csv,frogatto.csv,netatalk.csv,quantlib.csv
cornerstone.csv,10.0,1.0,2.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,4.0,118.0
emeraldemu.csv,2.0,9.0,36.0,0.0,4.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
frogatto.csv,12.0,44.0,63.0,0.0,0.0,2.0,5.0,5.0,12.0,2.0,3.0,0.0,5.0,3.0
grafx2.csv,48.0,1.0,39.0,0.0,0.0,3.0,1.0,1.0,4.0,1.0,0.0,4.0,2.0,2.0
jahshakafx.csv,3.0,6.0,1.0,1.0,17.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,9.0
nassp.csv,8.0,1.0,2.0,0.0,0.0,1.0,2.0,5.0,1.0,1.0,2.0,2.0,4.0,0.0
netatalk.csv,35.0,4.0,80.0,0.0,0.0,4.0,0.0,8.0,15.0,1.0,3.0,0.0,0.0,4.0
open-beos.csv,3.0,37.0,31.0,2.0,0.0,1.0,1.0,9.0,4.0,2.0,0.0,0.0,1.0,3.0
psycle.csv,6.0,1.0,61.0,0.0,3.0,6.0,3.0,4.0,11.0,1.0,2.0,4.0,2.0,0.0
quantlib.csv,104.0,3.0,189.0,0.0,7.0,8.0,0.0,100.0,27.0,0.0,3.0,68.0,51.0,5.0
reaper-ecad.csv,0.0,0.0,2.0,1.0,3.0,1.0,0.0,100.0,57.0,80.0,0.0,0.0,0.0,118.0
sbml.csv,80.0,6.0,28.0,0.0,7.0,5.0,0.0,9.0,22.0,1.0,0.0,2.0,0.0,12.0
unimrcp.csv,50.0,0.0,14.0,0.0,10.0,3.0,0.0,0.0,4.0,1.0,0.0,8.0,2.0,1.0
unladen-swallow.csv,1.0,8.0,5.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0
