,bacula.csv,fltk.csv,pfaedit.csv,patterntesting.csv,gzigzag.csv,enlightenment.csv,blue-c.csv,aufs.csv,sylpheed-claws.csv,ogrehg.csv,genecys.csv,freewrl.csv,roller.csv,pgui.csv,jparsec.csv,xbg.csv,lportal.csv,genoviz.csv
aufs.csv,0.27,0.16,0.17,0.19,0.3,0.26,0.12,0.0,0.5,0.26,0.22,0.17,0.27,0.23,0.13,0.13,0.36,0.53
bacula.csv,0.0,0.48,0.43,0.47,0.53,0.53,0.16,0.55,0.52,0.45,0.78,0.46,0.75,0.57,0.42,0.58,0.75,0.82
blue-c.csv,0.61,0.67,0.49,0.47,0.61,0.51,0.04,0.69,0.85,0.58,0.56,0.42,0.45,0.63,0.55,0.36,0.81,0.62
enlightenment.csv,0.43,0.31,0.29,0.68,0.42,0.02,0.12,0.26,0.36,0.31,0.33,0.25,0.51,0.59,0.58,0.35,0.64,0.67
fltk.csv,0.29,0.05,0.26,0.77,0.43,0.23,0.08,0.39,0.39,0.22,0.44,0.33,0.76,0.34,0.58,0.24,0.74,0.58
freewrl.csv,0.27,0.32,0.4,0.15,0.22,0.18,0.52,0.18,0.17,0.26,0.22,0.0,0.35,0.28,0.09,0.29,0.34,0.27
genecys.csv,0.9,0.93,0.77,0.79,0.91,0.76,0.96,0.66,0.75,0.88,0.0,0.67,0.98,0.94,0.96,0.8,0.98,0.91
genoviz.csv,0.0,0.0,0.11,0.02,0.02,0.05,0.0,0.01,0.0,0.04,0.11,0.0,0.02,0.05,0.0,0.0,0.04,0.0
gzigzag.csv,0.08,0.24,0.26,0.3,0.0,0.44,0.08,0.19,0.05,0.16,0.22,0.12,0.2,0.18,0.12,0.2,0.1,0.16
jparsec.csv,0.98,0.88,1.0,0.43,0.55,0.92,0.88,1.0,0.89,0.78,0.67,0.08,0.71,0.93,0.01,0.36,0.47,0.87
lportal.csv,0.43,0.64,0.6,0.0,0.53,0.67,0.68,0.15,0.53,0.76,0.0,0.5,0.29,0.34,0.0,0.51,0.0,0.38
ogrehg.csv,0.37,0.32,0.83,0.13,0.54,0.2,0.76,0.21,0.45,0.02,0.56,0.58,0.18,0.27,0.14,0.2,0.5,0.51
patterntesting.csv,0.47,0.5,0.4,0.02,0.4,0.38,0.08,0.45,0.48,0.38,0.56,0.71,0.37,0.41,0.36,0.29,0.5,0.49
pfaedit.csv,0.41,0.26,0.06,0.34,0.49,0.41,0.08,0.24,0.23,0.38,0.67,0.38,0.31,0.38,0.65,0.24,0.47,0.78
pgui.csv,0.24,0.08,0.17,0.11,0.2,0.12,0.04,0.28,0.07,0.29,0.22,0.54,0.25,0.01,0.01,0.15,0.16,0.56
roller.csv,0.47,0.29,0.46,0.17,0.35,0.41,0.08,0.16,0.29,0.45,0.22,0.0,0.0,0.45,0.25,0.24,0.36,0.62
sylpheed-claws.csv,0.61,0.52,0.51,0.17,0.44,0.3,0.4,0.42,0.0,0.56,0.33,0.29,0.37,0.57,0.41,0.27,0.29,0.56
xbg.csv,0.0,0.02,0.09,0.0,0.09,0.02,0.0,0.22,0.1,0.06,0.22,0.0,0.02,0.06,0.0,0.0,0.11,0.18
