,bacula.csv,fltk.csv,pfaedit.csv,patterntesting.csv,gzigzag.csv,enlightenment.csv,blue-c.csv,aufs.csv,sylpheed-claws.csv,ogrehg.csv,genecys.csv,freewrl.csv,roller.csv,pgui.csv,jparsec.csv,xbg.csv,lportal.csv,genoviz.csv
aufs.csv,0.32,0.44,0.28,0.42,0.45,0.45,0.42,0.91,0.55,0.37,0.41,0.34,0.66,0.38,0.26,0.14,0.72,0.7
bacula.csv,0.98,0.6,0.5,0.68,0.58,0.6,0.52,0.54,0.61,0.56,0.53,0.58,0.54,0.6,0.65,0.65,0.59,0.47
blue-c.csv,0.68,0.62,0.69,0.53,0.58,0.64,0.99,0.57,0.44,0.65,0.73,0.46,0.71,0.62,0.48,0.41,0.52,0.66
enlightenment.csv,0.6,0.68,0.47,0.4,0.66,0.97,0.52,0.5,0.48,0.53,0.69,0.41,0.65,0.65,0.49,0.63,0.67,0.62
fltk.csv,0.58,0.91,0.41,0.48,0.61,0.47,0.35,0.53,0.51,0.51,0.61,0.25,0.54,0.66,0.62,0.64,0.6,0.68
freewrl.csv,0.31,0.37,0.58,0.31,0.49,0.24,0.3,0.17,0.38,0.34,0.33,0.94,0.23,0.44,0.28,0.42,0.36,0.44
genecys.csv,0.35,0.27,0.53,0.49,0.33,0.56,0.17,0.59,0.59,0.38,0.98,0.53,0.09,0.24,0.17,0.56,0.09,0.33
genoviz.csv,0.12,0.13,0.49,0.09,0.12,0.12,0.16,0.17,0.1,0.17,0.31,0.0,0.18,0.11,0.02,0.0,0.09,1.0
gzigzag.csv,0.3,0.43,0.11,0.37,0.94,0.58,0.31,0.19,0.15,0.28,0.49,0.26,0.29,0.34,0.28,0.14,0.45,0.64
jparsec.csv,0.09,0.39,0.0,0.62,0.62,0.3,0.38,0.0,0.37,0.54,0.66,0.18,0.6,0.27,0.92,0.73,0.73,0.43
lportal.csv,0.2,0.44,0.57,0.0,0.42,0.45,0.4,0.04,0.27,0.47,0.02,0.43,0.18,0.24,0.0,0.14,0.88,0.43
ogrehg.csv,0.33,0.53,0.44,0.31,0.51,0.48,0.51,0.45,0.53,0.94,0.55,0.62,0.63,0.36,0.24,0.42,0.5,0.71
patterntesting.csv,0.64,0.61,0.68,0.97,0.44,0.55,0.58,0.63,0.66,0.57,0.57,0.6,0.64,0.66,0.62,0.42,0.62,0.72
pfaedit.csv,0.46,0.26,0.99,0.55,0.57,0.52,0.24,0.6,0.5,0.57,0.59,0.5,0.55,0.7,0.6,0.54,0.7,0.52
pgui.csv,0.45,0.19,0.42,0.16,0.49,0.39,0.45,0.34,0.12,0.35,0.39,0.48,0.33,0.92,0.13,0.14,0.41,0.56
roller.csv,0.46,0.51,0.51,0.45,0.51,0.59,0.42,0.17,0.52,0.53,0.35,0.09,0.99,0.5,0.35,0.64,0.64,0.66
sylpheed-claws.csv,0.57,0.6,0.61,0.16,0.58,0.46,0.52,0.57,0.98,0.53,0.53,0.45,0.5,0.63,0.61,0.29,0.63,0.8
xbg.csv,0.25,0.12,0.2,0.12,0.12,0.1,0.0,0.5,0.25,0.15,0.66,0.13,0.16,0.16,0.0,1.0,0.18,0.45
