,bacula.csv,fltk.csv,pfaedit.csv,patterntesting.csv,gzigzag.csv,enlightenment.csv,blue-c.csv,aufs.csv,sylpheed-claws.csv,ogrehg.csv,genecys.csv,freewrl.csv,roller.csv,pgui.csv,jparsec.csv,xbg.csv,lportal.csv,genoviz.csv
aufs.csv,3.0,0.0,2.0,7.0,4.0,0.0,1.0,0.0,3.0,10.0,0.0,0.0,0.0,2.0,1.0,5.0,19.0,14.0
bacula.csv,0.0,3.0,0.0,3.0,19.0,0.0,0.0,3.0,2.0,2.0,3.0,1.0,0.0,2.0,1.0,3.0,179.0,21.0
blue-c.csv,1.0,3.0,0.0,6.0,27.0,0.0,1.0,5.0,3.0,1.0,0.0,3.0,0.0,0.0,2.0,12.0,271.0,18.0
enlightenment.csv,2.0,0.0,0.0,7.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,5.0,2.0,13.0,44.0,20.0
fltk.csv,3.0,1.0,0.0,7.0,6.0,0.0,2.0,1.0,5.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,155.0,10.0
freewrl.csv,2.0,0.0,3.0,0.0,6.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,7.0,50.0,9.0
genecys.csv,2.0,3.0,0.0,8.0,0.0,0.0,2.0,7.0,3.0,9.0,0.0,3.0,0.0,0.0,3.0,9.0,171.0,24.0
genoviz.csv,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,4.0,0.0,62.0,50.0,0.0
gzigzag.csv,1.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,8.0,45.0,6.0
jparsec.csv,2.0,3.0,1.0,3.0,12.0,0.0,2.0,5.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,35.0,22.0
lportal.csv,3.0,3.0,1.0,76.0,1.0,1.0,2.0,12.0,3.0,1.0,0.0,4.0,0.0,3.0,113.0,15.0,0.0,15.0
ogrehg.csv,2.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,5.0,0.0,2.0,1.0,9.0,37.0,16.0
patterntesting.csv,2.0,2.0,3.0,0.0,13.0,3.0,0.0,8.0,5.0,1.0,0.0,2.0,3.0,0.0,1.0,5.0,118.0,9.0
pfaedit.csv,5.0,5.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,57.0,25.0
pgui.csv,1.0,1.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,4.0,32.0,16.0
roller.csv,4.0,0.0,4.0,0.0,11.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,5.0,184.0,19.0
sylpheed-claws.csv,2.0,0.0,1.0,7.0,10.0,0.0,2.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,7.0,20.0,11.0
xbg.csv,0.0,0.0,2.0,0.0,4.0,0.0,54.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,113.0,0.0,18.0,1.0
