,jpaul.csv,neodatis-odb.csv,tycho.csv,unicase.csv,jrdf.csv,xcmetadataservicestoolkit.csv,mecat.csv,ambulant.csv,synecdoche.csv,javaprofiler.csv,codesmith.csv
ambulant.csv,0.88,0.7,0.17,0.45,0.67,0.5,0.33,0.98,0.52,0.52,0.33
codesmith.csv,0.35,0.59,0.49,0.56,0.87,0.5,1.0,0.51,0.66,0.47,0.98
javaprofiler.csv,0.76,0.49,0.49,0.45,0.73,0.48,0.33,0.44,0.31,1.0,0.52
jpaul.csv,1.0,0.3,0.09,0.12,0.13,0.28,0.67,0.15,0.0,0.09,0.22
jrdf.csv,0.24,0.27,0.09,0.35,0.93,0.22,0.67,0.29,0.38,0.19,0.48
mecat.csv,0.0,0.0,0.0,0.03,0.0,0.02,1.0,0.0,0.0,0.0,0.0
neodatis-odb.csv,0.35,1.0,0.17,0.28,0.33,0.38,0.67,0.12,0.31,0.52,0.3
synecdoche.csv,0.47,0.27,0.11,0.4,0.27,0.48,0.33,0.32,0.97,0.41,0.45
tycho.csv,0.41,0.65,1.0,0.76,0.67,0.48,0.33,0.39,0.34,0.64,0.72
unicase.csv,0.53,0.51,0.49,0.99,0.73,0.65,1.0,0.32,0.86,0.48,0.38
xcmetadataservicestoolkit.csv,0.53,0.43,0.2,0.55,0.6,1.0,1.0,0.32,0.9,0.39,0.28
