,jpaul.csv,neodatis-odb.csv,tycho.csv,unicase.csv,jrdf.csv,xcmetadataservicestoolkit.csv,mecat.csv,ambulant.csv,synecdoche.csv,javaprofiler.csv,codesmith.csv
ambulant.csv,0.48,0.7,0.83,0.8,0.74,0.78,0.95,0.02,0.76,0.76,0.77
codesmith.csv,0.83,0.59,0.69,0.53,0.51,0.57,0.5,0.67,0.7,0.85,0.03
javaprofiler.csv,0.43,0.72,0.77,0.67,0.63,0.85,0.85,0.68,0.74,0.0,0.72
jpaul.csv,0.0,0.74,0.91,0.89,0.87,0.75,0.38,0.86,1.0,0.91,0.81
jrdf.csv,0.77,0.76,0.91,0.68,0.07,0.78,0.55,0.88,0.71,0.83,0.7
mecat.csv,1.0,1.0,1.0,0.97,1.0,0.97,0.0,1.0,1.0,1.0,1.0
neodatis-odb.csv,0.86,0.0,0.95,0.83,0.72,0.71,0.53,0.89,0.73,0.58,0.76
synecdoche.csv,0.56,0.79,0.89,0.63,0.78,0.53,0.79,0.76,0.03,0.7,0.68
tycho.csv,0.64,0.89,0.0,0.73,0.54,0.8,0.77,0.66,0.72,0.51,0.5
unicase.csv,0.71,0.77,0.72,0.02,0.74,0.4,0.93,0.85,0.55,0.96,0.75
xcmetadataservicestoolkit.csv,0.61,0.69,0.83,0.57,0.7,0.0,0.75,0.88,0.91,0.95,0.79
