,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,jmonkeyengine.csv,e-bio-flow.csv,tmva.csv,joustsim.csv,reaper3d.csv,jchassis.csv,chaosrts.csv,thedata.csv
array4j.csv,0.1,1.0,0.04,0.39,0.27,0.62,0.15,0.0,0.28,0.2,0.21,0.18,0.25,0.0,0.25,0.5
chaosrts.csv,0.9,0.5,0.96,0.58,0.27,1.0,0.79,0.67,0.78,0.8,0.98,1.0,1.0,0.5,0.99,1.0
dxengine.csv,0.55,0.0,0.96,0.32,0.41,0.46,0.33,0.0,0.28,0.13,0.13,0.18,0.38,0.0,0.13,0.0
e-bio-flow.csv,0.3,0.25,0.11,0.31,0.64,0.31,0.23,0.33,0.39,0.93,0.21,0.36,0.12,0.0,0.24,0.25
jbpm.csv,0.25,0.12,0.04,0.08,0.14,0.0,0.92,0.0,0.22,0.03,0.14,0.09,0.0,0.0,0.04,0.0
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
jmoney.csv,1.0,0.12,0.07,0.32,0.55,0.54,0.5,0.0,0.44,0.5,0.04,0.82,0.38,0.0,0.3,0.25
jmonkeyengine.csv,0.45,0.06,0.33,0.08,0.41,0.08,0.33,0.0,0.89,0.27,0.25,0.18,0.12,0.0,0.4,0.25
joustsim.csv,0.1,0.06,0.33,0.14,0.09,0.38,0.29,0.0,0.39,0.23,0.21,1.0,0.12,0.0,0.2,0.25
jsidplay2.csv,0.9,0.75,0.7,1.0,0.91,1.0,0.81,0.67,0.89,0.83,0.77,0.82,0.62,0.0,0.71,0.75
log4net.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
piccolo2d.csv,0.05,0.12,0.0,0.08,0.09,0.77,0.23,0.0,0.11,0.23,0.02,0.09,0.0,0.0,0.27,0.25
reaper3d.csv,0.0,0.19,0.0,0.08,0.64,0.08,0.04,0.0,0.0,0.07,0.0,0.0,0.88,1.0,0.13,0.0
sblim.csv,0.0,0.0,0.0,0.02,0.86,0.0,0.02,0.0,0.17,0.03,0.0,0.09,0.0,0.0,0.04,0.0
thedata.csv,0.2,0.19,0.15,0.1,0.0,0.08,0.19,0.33,0.06,0.13,0.07,0.27,0.0,0.0,0.09,0.75
tmva.csv,0.55,0.56,0.59,0.58,0.5,0.77,0.54,0.67,0.56,0.8,0.98,0.91,0.88,0.0,0.94,1.0
