,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,jmonkeyengine.csv,e-bio-flow.csv,tmva.csv,joustsim.csv,reaper3d.csv,jchassis.csv,chaosrts.csv,thedata.csv
array4j.csv,0.12,1.0,0.05,0.44,0.31,0.63,0.18,0.0,0.32,0.24,0.25,0.21,0.29,0.0,0.28,0.52
chaosrts.csv,0.63,0.5,0.09,0.55,0.29,0.79,0.62,0.63,0.57,0.61,0.09,0.3,0.24,0.52,0.98,0.09
dxengine.csv,0.58,0.0,0.97,0.36,0.45,0.5,0.38,0.0,0.33,0.16,0.16,0.21,0.43,0.0,0.16,0.0
e-bio-flow.csv,0.34,0.29,0.13,0.35,0.65,0.35,0.27,0.37,0.43,0.94,0.25,0.4,0.15,0.0,0.28,0.28
jbpm.csv,0.29,0.15,0.05,0.1,0.17,0.0,0.93,0.0,0.26,0.04,0.17,0.11,0.0,0.0,0.05,0.0
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
jmoney.csv,1.0,0.14,0.09,0.37,0.59,0.58,0.54,0.0,0.48,0.53,0.05,0.79,0.42,0.0,0.33,0.28
jmonkeyengine.csv,0.5,0.07,0.37,0.1,0.45,0.1,0.37,0.0,0.91,0.31,0.29,0.21,0.14,0.0,0.44,0.29
joustsim.csv,0.12,0.07,0.37,0.17,0.11,0.43,0.34,0.0,0.44,0.27,0.25,1.0,0.14,0.0,0.24,0.29
jsidplay2.csv,0.66,0.63,0.59,1.0,0.61,0.21,0.33,0.59,0.5,0.66,0.73,0.43,0.57,0.0,0.42,0.62
log4net.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
piccolo2d.csv,0.06,0.15,0.0,0.1,0.11,0.81,0.27,0.0,0.13,0.27,0.02,0.11,0.0,0.0,0.31,0.29
reaper3d.csv,0.0,0.22,0.0,0.1,0.66,0.1,0.05,0.0,0.0,0.09,0.0,0.0,0.9,0.94,0.16,0.0
sblim.csv,0.0,0.0,0.0,0.02,0.88,0.0,0.02,0.0,0.2,0.04,0.0,0.11,0.0,0.0,0.05,0.0
thedata.csv,0.24,0.23,0.18,0.12,0.0,0.1,0.22,0.38,0.07,0.16,0.09,0.31,0.0,0.0,0.11,0.79
tmva.csv,0.56,0.51,0.46,0.61,0.48,0.62,0.44,0.61,0.5,0.39,0.98,0.56,0.66,0.0,0.48,0.67
