,delphilhlplib.csv,fltk.csv,phet.csv,fceugc.csv,sumatrapdf.csv,ogre.csv,lportal.csv,jstock.csv,sandiaportals.csv,biodwh.csv,factor.csv,natpad.csv
biodwh.csv,0.76,0.79,0.0,0.62,0.53,1.0,0.1,0.57,0.79,1.0,0.64,0.58
delphilhlplib.csv,1.0,0.59,0.22,0.35,0.7,0.98,0.05,0.24,0.75,0.18,0.59,0.41
factor.csv,0.92,0.77,0.04,0.54,0.87,0.87,0.07,0.4,0.94,0.28,1.0,0.64
fceugc.csv,0.64,0.65,0.08,0.95,0.57,0.96,0.05,0.07,0.95,0.43,0.67,0.12
fltk.csv,0.87,0.92,0.11,0.71,0.81,1.0,0.05,0.0,1.0,0.38,0.83,0.5
jstock.csv,0.96,0.85,0.21,0.5,0.67,0.95,0.04,0.93,0.89,0.17,0.91,0.67
lportal.csv,0.57,0.5,0.0,0.34,0.32,0.98,0.97,0.1,0.6,0.14,0.52,0.27
natpad.csv,0.74,0.56,0.29,0.44,0.48,0.98,0.06,0.27,0.74,0.14,0.82,1.0
ogre.csv,0.75,0.56,0.24,0.34,0.36,1.0,0.04,0.22,0.75,0.14,0.62,0.4
phet.csv,0.64,0.55,1.0,0.28,0.19,0.98,0.02,0.2,0.7,0.14,0.59,0.16
sandiaportals.csv,0.73,0.69,0.16,0.41,0.45,0.96,0.04,0.26,1.0,0.18,0.79,0.45
sumatrapdf.csv,0.76,0.58,0.2,0.39,1.0,0.96,0.05,0.22,0.85,0.22,0.76,0.4
