,delphilhlplib.csv,fltk.csv,phet.csv,fceugc.csv,sumatrapdf.csv,ogre.csv,lportal.csv,jstock.csv,sandiaportals.csv,biodwh.csv,factor.csv,natpad.csv
biodwh.csv,0.69,0.5,1.0,0.63,0.75,0.73,0.57,0.7,0.63,0.0,0.85,0.69
delphilhlplib.csv,0.0,0.88,0.79,0.91,0.41,1.02,0.75,0.7,1.0,0.67,0.78,0.85
factor.csv,0.78,0.63,1.0,0.68,0.58,1.07,0.48,0.85,0.38,0.61,0.02,0.47
fceugc.csv,0.86,0.59,0.97,0.05,0.61,0.98,0.69,0.97,0.61,0.75,0.82,0.98
fltk.csv,0.76,0.14,0.93,0.53,0.46,0.89,0.65,1.0,0.53,0.75,0.65,0.68
jstock.csv,0.49,0.71,0.92,0.81,0.94,0.98,0.97,0.02,0.71,0.92,0.52,0.95
lportal.csv,0.94,0.83,1.0,0.7,0.76,1.02,0.14,0.94,0.91,0.75,0.85,0.95
natpad.csv,0.78,0.77,0.61,0.53,0.63,0.8,0.62,0.74,0.71,0.75,0.39,0.02
ogre.csv,0.85,0.97,0.98,0.89,1.0,0.0,0.99,0.98,1.0,1.0,0.92,1.0
phet.csv,0.94,0.82,0.07,0.93,1.09,1.0,0.9,0.96,1.02,0.72,0.85,1.02
sandiaportals.csv,0.86,0.53,0.88,0.57,0.58,1.16,0.98,0.69,0.02,0.63,0.51,0.72
sumatrapdf.csv,0.89,0.79,0.79,0.66,0.03,1.16,0.61,0.73,0.55,0.56,0.6,1.0
