,delphilhlplib.csv,fltk.csv,phet.csv,fceugc.csv,sumatrapdf.csv,ogre.csv,lportal.csv,jstock.csv,sandiaportals.csv,biodwh.csv,factor.csv,natpad.csv
biodwh.csv,0.59,0.62,0.95,0.77,0.87,0.62,0.92,0.86,0.47,0.92,0.82,0.58
delphilhlplib.csv,0.42,0.44,0.47,0.4,0.7,0.48,0.46,0.45,0.39,0.68,0.5,0.42
factor.csv,0.77,0.62,0.78,0.85,0.93,0.93,0.43,0.8,0.44,0.72,0.5,0.44
fceugc.csv,0.8,0.53,0.97,0.62,0.74,0.72,0.66,0.86,0.59,0.86,0.92,0.94
fltk.csv,0.73,0.52,0.77,0.79,0.81,0.96,0.46,0.67,0.52,0.88,0.72,0.56
jstock.csv,0.57,0.76,0.96,0.88,0.67,0.82,0.99,0.79,0.78,0.83,0.64,0.67
lportal.csv,0.78,0.7,0.5,0.61,0.68,0.53,0.99,0.7,0.96,0.86,0.83,0.7
natpad.csv,0.46,0.5,0.56,0.41,0.67,0.54,0.43,0.6,0.49,0.36,0.53,0.55
ogre.csv,0.41,0.43,0.37,0.41,0.34,0.43,0.38,0.33,0.39,0.34,0.45,0.43
phet.csv,0.62,0.5,0.98,0.43,0.46,0.44,1.0,0.34,0.47,0.56,0.59,0.84
sandiaportals.csv,0.41,0.47,0.49,0.53,0.47,0.62,0.39,0.37,0.42,0.55,0.55,0.46
sumatrapdf.csv,0.4,0.44,0.46,0.52,0.67,0.59,0.44,0.41,0.52,0.34,0.48,0.43
