,delphilhlplib.csv,fltk.csv,phet.csv,fceugc.csv,sumatrapdf.csv,ogre.csv,lportal.csv,jstock.csv,sandiaportals.csv,biodwh.csv,factor.csv,natpad.csv
biodwh.csv,0.0,0.0,289.0,1.0,3.0,0.0,99.0,1.0,0.0,0.0,2.0,3.0
delphilhlplib.csv,0.0,2.0,3.0,0.0,0.0,0.0,224.0,3.0,4.0,11.0,2.0,1.0
factor.csv,0.0,1.0,7.0,2.0,0.0,0.0,62.0,2.0,1.0,1.0,0.0,0.0
fceugc.csv,0.0,1.0,3.0,0.0,1.0,0.0,13.0,4.0,0.0,0.0,0.0,9.0
fltk.csv,1.0,0.0,6.0,1.0,0.0,0.0,79.0,55.0,0.0,3.0,0.0,6.0
jstock.csv,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,1.0,1.0,0.0,1.0
lportal.csv,0.0,3.0,289.0,0.0,0.0,0.0,0.0,8.0,4.0,14.0,0.0,1.0
natpad.csv,1.0,1.0,4.0,3.0,0.0,0.0,99.0,2.0,1.0,4.0,0.0,0.0
ogre.csv,0.0,3.0,5.0,0.0,0.0,0.0,171.0,5.0,4.0,18.0,0.0,1.0
phet.csv,1.0,1.0,0.0,0.0,3.0,0.0,71.0,4.0,4.0,11.0,0.0,1.0
sandiaportals.csv,1.0,0.0,1.0,6.0,0.0,0.0,156.0,9.0,0.0,7.0,1.0,0.0
sumatrapdf.csv,1.0,2.0,4.0,0.0,0.0,0.0,233.0,14.0,2.0,6.0,0.0,1.0
