,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.23,0.3,0.3,0.27,0.14,0.21,0.22,0.04,0.33,0.23,0.27,0.36,0.62,0.0,0.41,0.4,0.38,0.35
archive-crawler.csv,0.38,0.62,0.63,0.24,0.58,0.37,0.82,0.96,0.96,0.48,0.35,0.0,0.72,0.17,0.73,0.4,0.37,0.2
customwars.csv,0.43,0.14,0.17,0.05,0.09,0.39,0.29,0.3,0.27,0.19,0.02,0.42,0.31,0.03,0.46,0.3,0.34,0.35
gbif-providertoolkit.csv,0.23,0.03,0.2,0.14,0.27,0.0,0.23,0.13,0.38,0.16,0.31,0.11,0.16,0.1,0.11,0.0,0.38,0.1
gss.csv,0.72,0.51,0.5,0.61,0.32,0.64,0.51,0.57,0.62,0.68,0.65,0.69,0.47,0.8,0.46,0.4,0.62,0.0
heekscad.csv,0.0,0.37,0.7,0.56,0.39,0.46,0.48,0.26,0.68,0.41,0.73,0.45,0.25,0.5,0.32,0.3,0.51,0.3
ikvm.csv,0.47,0.1,0.0,0.52,0.29,0.46,0.25,0.17,0.21,0.28,0.44,0.29,0.16,0.37,0.3,0.2,0.1,0.05
jaxen.csv,0.49,0.08,0.13,0.14,0.17,0.33,0.21,0.13,0.0,0.25,0.34,0.36,0.12,0.4,0.27,0.3,0.28,0.3
jcae.csv,0.04,0.0,0.13,0.0,0.04,0.01,0.05,0.0,0.07,0.07,0.16,0.24,0.0,0.07,0.0,0.0,0.04,0.0
levent.csv,0.23,0.34,0.63,0.44,0.39,0.51,0.7,0.04,0.88,0.58,0.74,0.56,0.69,0.57,0.62,0.3,0.46,0.3
nicepress.csv,0.23,0.08,0.17,0.25,0.15,0.22,0.16,0.3,0.12,0.0,0.15,0.33,0.12,0.13,0.08,0.0,0.13,0.25
pnotepad.csv,0.79,0.72,0.9,0.95,0.56,0.81,0.62,0.48,0.87,0.77,0.96,0.84,0.66,0.97,0.65,0.0,0.67,0.85
qcad2.csv,0.19,0.37,0.03,0.11,0.12,0.55,0.02,0.65,0.21,0.35,0.22,0.53,0.75,0.1,0.19,0.6,0.44,0.5
qedo.csv,0.04,0.04,0.17,0.13,0.09,0.1,0.04,0.0,0.54,0.22,0.08,0.13,0.0,0.07,0.05,0.2,0.0,0.1
quarkplusplus.csv,0.28,0.18,0.53,0.58,0.66,0.13,0.47,0.13,0.67,0.55,0.28,0.27,0.03,0.3,0.16,0.7,0.39,0.25
sigil.csv,0.15,0.24,0.53,0.19,0.16,0.3,0.35,0.3,0.44,0.25,0.52,0.24,0.28,0.27,0.03,0.3,0.15,0.2
xcsoar.csv,0.3,0.01,0.33,0.38,0.22,0.45,0.39,0.13,0.34,0.35,0.52,0.69,0.22,0.43,0.3,0.2,0.51,0.3
xuggle.csv,0.19,0.3,0.2,0.39,0.01,0.13,0.16,0.61,0.05,0.41,0.32,0.56,0.94,0.43,0.16,0.8,0.81,0.55
