,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,3.0,1.0,0.0,18.0,38.0,2.0,2.0,0.0,23.0,10.0,1.0,5.0,3.0,0.0,3.0,0.0,0.0,0.0
archive-crawler.csv,2.0,0.0,3.0,11.0,51.0,1.0,11.0,0.0,69.0,9.0,3.0,0.0,2.0,0.0,9.0,0.0,16.0,4.0
customwars.csv,13.0,7.0,0.0,4.0,16.0,4.0,7.0,0.0,19.0,6.0,0.0,6.0,4.0,0.0,6.0,2.0,0.0,4.0
gbif-providertoolkit.csv,1.0,0.0,1.0,5.0,44.0,0.0,9.0,0.0,28.0,4.0,4.0,0.0,2.0,0.0,2.0,0.0,67.0,1.0
gss.csv,4.0,1.0,0.0,19.0,8.0,1.0,12.0,3.0,42.0,8.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0
heekscad.csv,0.0,3.0,2.0,26.0,5.0,0.0,8.0,0.0,45.0,10.0,19.0,1.0,0.0,2.0,1.0,0.0,6.0,0.0
ikvm.csv,3.0,1.0,0.0,23.0,4.0,14.0,9.0,1.0,13.0,2.0,8.0,1.0,4.0,1.0,3.0,0.0,3.0,0.0
jaxen.csv,4.0,4.0,3.0,4.0,3.0,0.0,5.0,1.0,0.0,3.0,8.0,3.0,3.0,0.0,8.0,1.0,47.0,0.0
jcae.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0
levent.csv,1.0,5.0,1.0,17.0,40.0,0.0,27.0,0.0,63.0,16.0,1.0,8.0,3.0,1.0,4.0,0.0,6.0,1.0
nicepress.csv,0.0,0.0,3.0,7.0,14.0,5.0,2.0,0.0,8.0,0.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,2.0
pnotepad.csv,6.0,0.0,1.0,44.0,16.0,1.0,1.0,0.0,59.0,8.0,21.0,4.0,4.0,2.0,2.0,0.0,14.0,0.0
qcad2.csv,2.0,0.0,1.0,2.0,11.0,7.0,0.0,0.0,13.0,7.0,1.0,3.0,3.0,0.0,2.0,3.0,8.0,0.0
qedo.csv,1.0,0.0,2.0,6.0,21.0,80.0,144.0,71.0,86.0,10.0,111.0,4.0,55.0,1.0,88.0,2.0,0.0,0.0
quarkplusplus.csv,3.0,0.0,0.0,28.0,77.0,8.0,11.0,0.0,46.0,9.0,10.0,1.0,0.0,1.0,0.0,0.0,25.0,1.0
sigil.csv,0.0,0.0,1.0,6.0,31.0,10.0,3.0,0.0,32.0,1.0,7.0,3.0,1.0,0.0,0.0,1.0,17.0,0.0
xcsoar.csv,1.0,0.0,1.0,14.0,28.0,21.0,9.0,0.0,19.0,6.0,8.0,3.0,2.0,1.0,1.0,0.0,13.0,0.0
xuggle.csv,0.0,4.0,0.0,87.0,0.0,8.0,2.0,0.0,3.0,7.0,0.0,8.0,4.0,0.0,0.0,1.0,0.0,0.0
