,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,0.65,0.53,0.59,0.14,0.39,0.61,0.69,0.63,0.47,0.73,0.18,0.33,0.52,0.37,0.24,0.45,0.0,0.73
ardour.csv,0.56,0.69,0.73,0.43,0.45,0.47,0.48,0.72,0.45,0.74,0.35,0.36,0.61,0.41,0.28,0.49,0.56,0.8
bacnet.csv,0.65,0.67,0.69,0.55,0.51,0.65,0.39,0.68,0.45,0.38,0.37,0.31,0.6,0.42,0.52,0.45,0.63,0.22
cortex-vfx.csv,0.45,0.43,0.38,0.43,0.16,0.38,0.31,0.63,0.44,0.57,0.34,0.39,0.57,0.45,0.27,0.52,0.58,0.63
enzo.csv,0.77,0.6,0.74,0.52,0.51,0.56,0.69,0.7,0.69,0.9,0.32,0.33,0.59,0.4,0.61,0.38,0.56,0.85
growl-for-windows.csv,0.65,0.0,0.0,0.17,0.45,0.59,0.68,0.0,0.58,0.08,0.32,0.0,0.63,0.0,0.78,0.17,0.65,0.74
heekscad.csv,0.79,0.64,0.68,0.55,0.54,0.61,0.52,0.7,0.58,0.22,0.34,0.39,0.67,0.4,0.51,0.45,0.67,0.34
minig.csv,0.59,0.53,0.78,0.51,0.65,0.53,0.59,0.56,0.59,0.76,0.17,0.29,0.55,0.29,0.47,0.14,0.57,0.8
multitude.csv,0.8,0.61,0.74,0.4,0.5,0.66,0.69,0.72,0.7,0.88,0.36,0.37,0.61,0.38,0.79,0.4,0.58,0.82
natpad.csv,0.62,0.58,0.69,0.48,0.49,0.7,0.45,0.7,0.37,0.68,0.4,0.28,0.44,0.3,0.29,0.32,0.69,0.64
open-ms.csv,0.57,0.58,0.72,0.3,0.38,0.26,0.56,0.58,0.48,0.21,0.15,0.35,0.53,0.37,0.63,0.45,0.12,0.7
planeshift.csv,0.77,0.61,0.79,0.57,0.5,0.66,0.61,0.71,0.64,0.81,0.3,0.35,0.56,0.36,0.78,0.39,0.61,0.83
rocrail.csv,0.68,0.64,0.74,0.43,0.5,0.47,0.54,0.71,0.58,0.66,0.29,0.34,0.5,0.38,0.52,0.61,0.62,0.63
salasaga.csv,0.78,0.67,0.83,0.55,0.59,0.69,0.55,0.71,0.54,0.45,0.39,0.38,0.64,0.38,0.56,0.45,0.57,0.73
xcsoar.csv,0.73,0.7,0.64,0.47,0.54,0.46,0.64,0.71,0.65,0.64,0.29,0.32,0.61,0.41,0.76,0.51,0.6,0.68
xemeiah.csv,0.73,0.65,0.75,0.39,0.51,0.74,0.54,0.72,0.46,0.7,0.35,0.33,0.64,0.33,0.47,0.51,0.68,0.82
xmoto.csv,0.65,0.55,0.53,0.14,0.38,0.62,0.53,0.68,0.57,0.0,0.27,0.39,0.68,0.37,0.18,0.42,0.48,0.1
zxing.csv,0.61,0.6,0.65,0.0,0.45,0.59,0.42,0.72,0.47,0.7,0.42,0.36,0.56,0.41,0.32,0.54,0.3,0.82
