,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,0.45,0.46,0.47,0.8,0.47,0.47,0.45,0.43,0.68,0.48,0.8,0.75,0.52,0.39,0.83,0.43,0.0,0.45
ardour.csv,0.47,0.33,0.34,0.51,0.6,0.57,0.44,0.39,0.62,0.36,0.39,0.52,0.39,0.37,0.86,0.31,0.41,0.36
bacnet.csv,0.49,0.43,0.4,0.52,0.51,0.52,0.61,0.42,0.61,0.84,0.47,0.54,0.59,0.42,0.45,0.37,0.38,0.88
cortex-vfx.csv,0.62,0.67,0.76,0.48,0.93,0.7,0.85,0.48,0.65,0.52,0.41,0.57,0.48,0.68,0.75,0.47,0.5,0.5
enzo.csv,0.42,0.4,0.39,0.35,0.34,0.39,0.4,0.39,0.42,0.36,0.51,0.4,0.45,0.45,0.35,0.44,0.43,0.35
growl-for-windows.csv,0.41,0.0,0.0,0.88,0.4,0.39,0.41,0.0,0.44,0.75,0.44,0.0,0.43,0.0,0.58,0.5,0.37,0.34
heekscad.csv,0.36,0.44,0.41,0.41,0.48,0.5,0.48,0.36,0.44,0.93,0.42,0.45,0.47,0.39,0.43,0.38,0.34,0.73
minig.csv,0.62,0.44,0.39,0.38,0.44,0.52,0.53,0.46,0.5,0.52,0.67,0.44,0.47,0.52,0.39,0.66,0.43,0.33
multitude.csv,0.42,0.38,0.37,0.46,0.38,0.42,0.41,0.37,0.47,0.4,0.43,0.4,0.44,0.41,0.5,0.39,0.35,0.34
natpad.csv,0.58,0.42,0.42,0.54,0.54,0.54,0.6,0.39,0.69,0.57,0.43,0.64,0.7,0.59,0.77,0.52,0.43,0.54
open-ms.csv,0.43,0.54,0.37,0.88,0.76,0.76,0.61,0.44,0.6,0.92,0.91,0.54,0.43,0.43,0.76,0.34,0.8,0.38
planeshift.csv,0.46,0.38,0.38,0.38,0.44,0.5,0.43,0.36,0.43,0.46,0.48,0.4,0.47,0.42,0.5,0.39,0.38,0.33
rocrail.csv,0.43,0.44,0.35,0.43,0.44,0.61,0.48,0.37,0.52,0.48,0.48,0.45,0.44,0.48,0.38,0.41,0.36,0.49
salasaga.csv,0.43,0.37,0.32,0.4,0.39,0.47,0.46,0.35,0.46,0.75,0.37,0.45,0.44,0.38,0.39,0.37,0.42,0.33
xcsoar.csv,0.37,0.4,0.43,0.47,0.41,0.55,0.46,0.42,0.41,0.4,0.56,0.55,0.39,0.48,0.53,0.34,0.33,0.39
xemeiah.csv,0.47,0.37,0.37,0.44,0.4,0.51,0.45,0.38,0.6,0.48,0.41,0.46,0.44,0.44,0.52,0.35,0.39,0.43
xmoto.csv,0.49,0.6,0.57,0.75,0.75,0.4,0.5,0.41,0.46,0.0,0.5,0.69,0.46,0.83,0.75,0.43,0.58,0.86
zxing.csv,0.43,0.38,0.43,0.0,0.54,0.46,0.53,0.4,0.64,0.38,0.64,0.58,0.48,0.4,0.75,0.37,0.91,0.39
