,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,0.17,0.42,0.37,0.03,0.77,0.63,0.37,0.52,0.07,0.52,0.01,0.23,0.59,0.51,0.06,0.55,0.0,0.29
ardour.csv,0.06,0.39,0.41,0.28,0.28,0.19,0.29,0.25,0.14,0.24,0.27,0.38,0.32,0.56,0.06,0.54,0.25,0.24
bacnet.csv,0.51,0.51,0.3,0.27,0.32,0.44,0.2,0.41,0.19,0.68,0.36,0.31,0.18,0.42,0.39,0.46,0.39,0.06
cortex-vfx.csv,0.06,0.13,0.2,0.42,0.13,0.28,0.14,0.21,0.2,0.04,0.29,0.38,0.2,0.22,0.11,0.4,0.14,0.18
enzo.csv,0.49,0.62,0.65,0.74,1.0,0.81,0.89,0.69,0.8,0.24,0.46,0.84,0.82,0.52,0.94,0.89,0.81,0.94
growl-for-windows.csv,0.13,0.0,0.0,0.05,0.63,0.29,0.74,0.0,0.25,0.0,0.42,0.0,0.18,0.0,0.28,0.0,0.27,0.53
heekscad.csv,0.26,0.23,0.17,0.46,0.3,0.22,0.2,0.37,0.22,0.04,0.28,0.38,0.18,0.37,0.44,0.62,0.38,0.18
minig.csv,0.89,0.94,1.0,1.0,0.28,0.94,0.83,0.92,0.93,1.0,0.84,0.91,1.0,0.84,0.72,0.74,1.0,0.53
multitude.csv,0.49,0.68,0.54,0.62,0.94,0.54,0.86,0.83,0.27,0.76,0.51,0.72,0.57,0.89,0.61,0.69,0.59,0.65
natpad.csv,0.43,0.7,0.39,0.43,0.32,0.45,0.2,0.72,0.15,0.84,0.44,0.3,0.3,0.28,0.33,0.5,0.31,0.06
open-ms.csv,0.23,0.14,0.46,0.11,0.28,0.26,0.17,0.28,0.25,0.0,0.05,0.36,0.57,0.64,0.17,0.5,0.03,0.65
planeshift.csv,0.83,0.87,0.41,0.66,0.61,0.67,0.74,0.99,0.78,0.92,0.78,0.91,0.64,1.0,0.72,0.8,0.56,1.0
rocrail.csv,0.3,0.3,0.46,0.38,0.77,0.15,0.31,0.56,0.36,0.16,0.7,0.55,0.34,0.59,0.67,0.24,0.45,0.71
salasaga.csv,0.68,0.68,0.61,0.51,0.44,0.58,0.2,0.66,0.19,0.68,0.32,0.35,0.43,0.42,0.56,0.55,0.34,0.41
xcsoar.csv,0.21,0.21,0.2,0.32,0.46,0.18,0.54,0.34,0.32,0.12,0.31,0.32,0.27,0.47,0.56,0.45,0.45,0.35
xemeiah.csv,0.49,0.68,0.39,0.39,0.67,0.29,0.54,0.58,0.14,0.88,0.54,0.49,0.48,0.77,0.5,0.46,0.52,0.41
xmoto.csv,0.09,0.14,0.2,0.01,0.18,0.47,0.17,0.37,0.34,0.0,0.87,0.23,0.27,0.15,0.22,0.72,0.12,0.24
zxing.csv,0.15,0.44,0.17,0.0,0.34,0.18,0.2,0.35,0.07,0.24,0.09,0.33,0.11,0.38,0.06,0.3,0.05,0.18
