,n2cms.csv,nuttx.csv,hatari.csv,nug.csv,tcl.csv,genecys.csv,alsa.csv,proftp.csv,alpine.csv,boost.csv,gusanos.csv,truevision.csv,uclmda.csv,pydev.csv,fmri-dmt.csv,wxstudio.csv,wxjs.csv,uwom.csv
alpine.csv,0.41,0.53,0.42,0.46,0.37,0.44,0.38,0.34,0.69,0.45,0.42,0.88,0.47,0.4,0.39,0.49,0.95,0.45
alsa.csv,0.44,0.62,0.51,0.4,0.57,0.34,0.52,0.41,0.7,0.57,0.42,0.51,0.26,0.39,0.35,0.57,0.55,0.45
boost.csv,0.37,0.64,0.47,0.45,0.75,0.38,0.43,0.69,0.74,0.55,0.43,0.4,0.27,0.38,0.33,0.47,0.48,0.44
fmri-dmt.csv,0.56,0.56,0.44,0.95,0.85,0.91,0.55,0.93,0.71,0.53,0.61,0.87,0.27,0.63,0.79,0.76,0.84,0.48
genecys.csv,0.67,0.66,0.7,0.64,0.69,0.52,0.55,0.41,0.5,0.55,0.43,0.92,0.54,0.45,0.35,0.64,0.58,0.79
gusanos.csv,0.59,0.92,0.5,0.9,0.5,0.37,0.98,0.36,0.88,0.45,0.4,0.5,0.3,0.36,0.42,0.54,0.92,0.41
hatari.csv,0.45,0.71,0.56,0.37,0.34,0.4,0.4,0.4,0.48,0.58,0.58,0.38,0.54,0.37,0.32,0.54,0.4,0.48
n2cms.csv,0.5,0.74,0.38,0.35,0.31,0.31,0.42,0.32,0.37,0.81,0.42,0.3,0.36,0.34,0.39,0.38,0.33,0.4
nug.csv,0.4,0.76,0.46,0.62,0.37,0.95,0.41,0.45,0.56,0.81,0.49,0.46,0.28,0.37,0.45,0.63,0.52,0.41
nuttx.csv,0.89,0.72,0.69,0.39,0.43,0.59,0.56,0.39,0.59,0.6,0.43,0.83,0.31,0.57,0.65,0.59,0.91,0.5
proftp.csv,0.0,0.0,0.0,0.43,0.3,0.33,0.89,0.35,0.41,0.97,0.52,0.49,0.0,0.71,0.9,0.75,0.45,0.77
pydev.csv,0.51,0.96,0.52,0.44,0.58,0.36,0.89,0.64,0.58,0.82,0.62,0.4,0.95,0.5,0.57,0.55,0.41,0.66
tcl.csv,0.51,0.57,0.57,0.46,0.47,0.59,0.88,0.59,0.56,0.97,0.67,0.6,0.95,0.56,0.54,0.72,0.49,0.0
truevision.csv,0.72,0.67,0.5,0.3,0.0,0.36,0.91,0.35,0.56,0.94,0.54,0.44,0.26,0.64,0.41,0.42,0.53,0.44
uclmda.csv,0.5,0.97,0.0,0.0,0.0,0.5,0.91,0.92,0.88,0.97,0.72,0.8,0.27,0.88,0.83,0.96,0.0,0.98
uwom.csv,0.42,0.94,0.47,0.91,0.0,0.92,0.94,0.44,0.97,0.56,0.89,0.85,0.28,0.44,0.59,0.54,0.94,0.61
wxjs.csv,0.88,0.0,0.0,0.0,0.83,0.0,0.89,0.94,0.97,0.8,0.8,0.8,0.0,0.86,0.85,0.5,0.65,0.5
wxstudio.csv,0.71,0.72,0.7,0.43,0.42,0.94,0.64,0.83,0.57,0.66,0.69,0.53,0.26,0.53,0.82,0.49,0.44,0.49
