,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,7.0,58.0,2.0,3.0,0.0,6.0,4.0,0.0,1.0,5.0,1.0,16.0,13.0
badtrinity-zero.csv,0.0,7.0,0.0,5.0,3.0,15.0,15.0,0.0,3.0,2.0,0.0,14.0,25.0
betoffice.csv,0.0,0.0,0.0,3.0,0.0,5.0,14.0,0.0,9.0,20.0,0.0,15.0,28.0
exordium.csv,1.0,2.0,1.0,1.0,1.0,7.0,3.0,0.0,1.0,6.0,0.0,4.0,9.0
fltk.csv,0.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,9.0,20.0,0.0,8.0,17.0
gabel.csv,0.0,1.0,3.0,1.0,4.0,4.0,3.0,0.0,8.0,0.0,0.0,6.0,11.0
genoviz.csv,1.0,58.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,6.0,0.0,360.0,1.0
irrlicht.csv,0.0,0.0,160.0,3.0,0.0,5.0,14.0,0.0,9.0,20.0,0.0,15.0,28.0
nug.csv,0.0,2.0,1.0,1.0,0.0,8.0,6.0,0.0,4.0,10.0,0.0,12.0,13.0
rezilla.csv,0.0,2.0,0.0,4.0,2.0,11.0,6.0,0.0,2.0,6.0,0.0,14.0,21.0
toped.csv,0.0,0.0,0.0,3.0,0.0,5.0,13.0,0.0,9.0,20.0,0.0,24.0,25.0
xmemcached.csv,0.0,0.0,0.0,3.0,0.0,3.0,14.0,0.0,6.0,18.0,0.0,15.0,26.0
zoolib.csv,0.0,4.0,0.0,0.0,1.0,17.0,4.0,0.0,3.0,1.0,0.0,6.0,12.0
