,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.61,0.84,0.27,0.67,0.41,0.5,0.5,0.12,0.6,0.14,0.88,0.48,0.58,0.86,0.75,0.27,0.68,0.57
archive-crawler.csv,0.17,0.48,0.36,0.22,0.39,0.07,0.42,0.59,0.6,0.31,0.35,0.96,0.62,0.29,0.54,0.31,0.23,0.13
customwars.csv,0.17,0.29,0.59,0.11,0.11,0.36,0.23,0.45,0.2,0.22,0.88,0.26,0.33,0.05,0.08,0.35,0.68,0.33
gbif-providertoolkit.csv,0.3,0.05,0.27,0.33,0.28,0.86,0.17,0.08,0.6,0.31,0.41,0.13,0.04,0.14,0.1,0.15,0.09,0.1
gss.csv,0.7,0.8,0.68,0.78,0.7,0.71,0.69,0.78,1.0,0.67,0.71,0.74,0.67,0.81,0.71,0.67,0.5,0.97
heekscad.csv,0.97,0.73,0.45,0.67,0.7,0.57,0.73,0.61,0.6,0.72,0.71,0.52,0.46,0.67,0.71,0.54,0.27,0.23
ikvm.csv,0.32,0.43,1.0,0.44,0.28,0.43,0.17,0.41,0.2,0.33,0.35,0.26,0.12,0.29,0.15,0.44,0.64,0.47
jaxen.csv,0.03,0.0,0.09,0.0,0.0,0.07,0.0,0.04,1.0,0.0,0.12,0.17,0.0,0.05,0.0,0.06,0.0,0.1
jcae.csv,0.18,0.02,0.0,1.0,0.07,0.07,0.23,0.16,0.4,0.11,0.29,0.0,0.04,0.05,0.04,0.04,0.05,0.03
levent.csv,0.68,0.8,0.64,1.0,0.72,0.71,0.73,0.98,0.8,0.56,0.76,0.52,0.5,0.57,0.56,0.69,0.32,0.53
nicepress.csv,0.26,0.38,0.27,0.22,0.41,0.5,0.15,0.27,0.0,1.0,0.12,0.3,0.17,0.05,0.33,0.27,0.05,0.33
pnotepad.csv,0.94,0.82,0.91,1.0,0.91,0.86,0.96,0.73,1.0,0.86,0.88,0.87,0.67,0.76,0.88,0.96,0.68,0.73
qcad2.csv,0.4,0.3,0.18,0.67,0.41,0.57,0.96,0.73,0.6,0.22,0.35,0.39,0.17,0.71,0.44,0.31,0.05,0.27
qedo.csv,0.0,0.16,0.0,0.0,0.0,0.0,0.04,0.22,0.0,0.11,0.0,0.04,0.17,0.0,0.15,0.12,0.95,0.0
quarkplusplus.csv,0.31,0.29,0.5,0.67,0.39,0.57,0.54,0.04,0.6,0.36,0.71,0.57,0.92,0.43,0.4,0.27,0.23,0.47
sigil.csv,0.77,0.59,0.41,0.67,0.63,0.57,0.81,0.49,1.0,0.61,0.71,0.57,0.54,0.43,0.96,0.54,0.18,0.33
xcsoar.csv,0.69,0.98,0.59,1.0,0.57,0.57,0.5,0.45,1.0,0.58,0.53,0.43,0.46,0.52,0.65,0.44,0.18,0.47
xuggle.csv,0.32,0.23,0.23,0.44,0.87,0.36,0.04,0.16,0.4,0.08,0.24,0.65,0.12,0.38,0.31,0.25,0.45,0.63
