,flylinkdc.csv,n2cms.csv,maidsafe-dht.csv,nug.csv,codeblocks.csv,red5.csv,nassp.csv,mimosa.csv,grisbi.csv,jaolt.csv,tcvp.csv,super-tux.csv,quantlib.csv,zxing.csv
codeblocks.csv,0.38,0.71,0.41,0.42,0.44,0.91,0.38,0.83,0.36,0.59,0.38,0.44,0.41,0.73
flylinkdc.csv,0.7,0.93,0.62,0.64,0.52,0.9,0.52,0.76,0.72,0.73,0.92,0.58,0.76,0.88
grisbi.csv,0.37,0.35,0.37,0.28,0.41,0.3,0.32,0.34,0.32,0.34,0.39,0.44,0.34,0.36
jaolt.csv,0.4,0.41,0.45,0.35,0.43,0.39,0.46,0.39,0.34,0.41,0.44,0.45,0.42,0.41
maidsafe-dht.csv,0.89,0.88,0.85,0.64,0.92,0.83,0.78,0.75,0.86,0.89,0.67,0.86,0.86,0.89
mimosa.csv,0.58,0.47,0.67,0.86,0.6,0.35,0.88,0.54,0.59,0.38,0.76,0.88,0.96,0.48
n2cms.csv,0.57,0.6,0.62,0.56,0.48,0.81,0.65,0.62,0.53,0.47,0.93,0.47,0.59,0.49
nassp.csv,0.94,0.93,0.9,0.8,0.66,0.91,0.8,0.86,0.9,0.51,0.67,0.89,0.94,0.85
nug.csv,0.71,0.67,0.86,0.93,0.8,0.67,0.76,0.75,0.95,0.77,0.89,0.96,0.91,0.93
quantlib.csv,0.75,0.7,0.61,0.83,0.68,0.4,0.89,0.73,0.47,0.44,0.52,0.57,0.92,0.54
red5.csv,0.46,0.47,0.62,0.41,0.49,0.44,0.58,0.56,0.53,0.39,0.38,0.71,0.61,0.67
super-tux.csv,0.36,0.36,0.39,0.38,0.41,0.34,0.35,0.49,0.35,0.34,0.36,0.44,0.36,0.6
tcvp.csv,0.78,0.79,0.88,0.43,0.64,0.88,0.52,0.6,0.65,0.95,0.89,0.95,0.62,0.45
zxing.csv,0.38,0.54,0.45,0.36,0.46,0.59,0.38,0.43,0.33,0.46,0.49,0.49,0.41,0.41
