,sauerbraten.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,moast.csv,uwom.csv,zxing.csv,genoviz.csv
auber.csv,0.34,0.62,0.41,0.52,0.42,0.39,0.35,0.51,0.49,0.44,0.97,0.45,0.48,0.41,0.65,0.47,0.35
delphilhlplib.csv,0.32,0.39,0.69,0.52,0.43,0.67,0.42,0.58,0.73,0.69,0.86,0.67,0.54,0.39,0.43,0.48,0.37
exordium.csv,0.34,0.54,0.47,0.62,0.39,0.36,0.3,0.53,0.88,0.44,0.53,0.44,0.42,0.55,0.46,0.51,0.35
fltk.csv,0.33,0.54,0.55,0.54,0.46,0.52,0.43,0.58,0.48,0.6,0.97,0.6,0.54,0.39,0.52,0.51,0.5
genoviz.csv,0.77,0.49,0.92,0.75,0.63,0.67,0.83,0.95,0.8,0.75,0.5,0.89,0.83,0.89,0.98,0.0,0.7
gzigzag.csv,0.34,0.5,0.53,0.73,0.5,0.67,0.38,0.59,0.88,0.92,0.95,0.68,0.57,0.56,0.57,0.91,0.38
irrlicht.csv,0.33,0.38,0.42,0.41,0.39,0.34,0.32,0.51,0.43,0.38,0.49,0.43,0.39,0.38,0.0,0.36,0.32
moast.csv,0.89,0.66,0.66,0.81,0.37,0.62,0.32,0.79,0.43,0.9,0.9,0.72,0.76,0.44,0.55,0.59,0.36
mptvseries.csv,0.39,0.0,0.56,0.52,0.85,0.48,0.42,0.55,0.47,0.47,0.57,0.76,0.46,0.0,0.44,0.43,0.42
openfrag.csv,0.31,0.39,0.46,0.51,0.46,0.42,0.32,0.5,0.67,0.5,0.71,0.52,0.46,0.41,0.45,0.79,0.37
qse.csv,0.38,0.72,0.45,0.58,0.5,0.56,0.32,0.59,0.5,0.45,0.75,0.59,0.54,0.39,0.62,0.43,0.38
sauerbraten.csv,0.43,0.48,0.42,0.41,0.48,0.38,0.31,0.45,0.43,0.38,0.52,0.43,0.41,0.4,0.43,0.39,0.36
toped.csv,0.34,0.43,0.49,0.48,0.41,0.44,0.39,0.59,0.46,0.76,0.9,0.61,0.57,0.41,0.75,0.61,0.35
truevision.csv,0.33,0.41,0.53,0.49,0.46,0.37,0.37,0.47,0.5,0.38,0.57,0.52,0.45,0.39,0.4,0.38,0.44
uwom.csv,0.33,0.54,0.56,0.47,0.65,0.39,0.88,0.51,0.81,0.58,0.99,0.69,0.45,0.93,0.6,0.81,0.38
zoolib.csv,0.33,0.54,0.72,0.51,0.46,0.73,0.39,0.67,0.88,0.67,0.99,0.86,0.6,0.39,0.55,0.9,0.57
zxing.csv,0.32,0.53,0.45,0.52,0.48,0.43,0.36,0.54,0.53,0.52,0.74,0.62,0.46,0.39,0.47,0.41,0.38
