,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,0.57,0.55,0.46,0.16,0.61,0.79,0.68,0.69,0.37,0.58,0.25,0.39,0.61,0.6,0.22,0.86,0.12,0.7
ardour.csv,0.49,0.8,0.63,0.45,0.59,0.42,0.61,0.7,0.42,0.57,0.46,0.53,0.64,0.78,0.25,0.95,0.6,0.66
bacnet.csv,0.71,0.82,0.6,0.58,0.41,0.78,0.26,0.7,0.29,0.26,0.57,0.45,0.44,0.56,0.36,0.77,0.58,0.12
cortex-vfx.csv,0.35,0.43,0.32,0.55,0.26,0.42,0.29,0.58,0.42,0.43,0.61,0.64,0.58,0.51,0.17,0.91,0.51,0.5
enzo.csv,0.82,0.79,0.76,0.89,0.96,0.78,1.0,0.82,0.92,0.83,0.71,0.89,0.86,0.81,0.67,1.0,0.86,0.95
growl-for-windows.csv,0.48,0.0,0.0,0.08,0.37,0.43,0.76,0.0,0.38,0.04,0.61,0.0,0.42,0.01,0.64,0.09,0.56,0.79
heekscad.csv,0.74,0.68,0.54,0.63,0.78,0.55,0.63,0.73,0.62,0.39,0.75,0.65,0.69,0.7,0.47,0.95,0.74,0.3
minig.csv,0.65,0.62,0.7,1.0,0.74,0.69,0.66,0.58,0.71,0.65,0.61,0.64,0.69,0.55,0.58,0.14,1.0,0.71
multitude.csv,0.84,0.7,0.55,0.76,0.98,0.79,0.95,0.88,0.66,0.97,0.75,0.71,0.69,0.96,0.56,0.86,0.79,0.8
natpad.csv,0.75,0.84,0.68,0.63,0.52,0.87,0.26,0.85,0.31,0.49,0.86,0.57,0.56,0.45,0.36,0.91,0.81,0.16
open-ms.csv,0.32,0.5,0.61,0.24,0.3,0.22,0.37,0.51,0.32,0.22,0.39,0.57,0.61,0.68,0.25,0.82,0.19,0.71
planeshift.csv,0.82,0.96,0.68,1.0,0.63,0.94,0.55,0.95,0.63,0.87,1.0,0.93,0.69,0.95,0.53,0.91,0.74,0.86
rocrail.csv,0.62,0.59,0.67,0.47,0.87,0.48,0.39,0.77,0.46,0.42,0.75,0.61,0.44,0.65,0.42,0.86,0.72,0.66
salasaga.csv,0.78,0.82,0.69,0.55,0.52,0.85,0.26,0.82,0.29,0.23,0.71,0.48,0.44,0.51,0.39,0.82,0.6,0.2
xcsoar.csv,0.68,0.7,0.5,0.42,0.76,0.45,0.74,0.74,0.6,0.58,0.5,0.51,0.58,0.7,0.81,0.95,0.72,0.61
xemeiah.csv,0.68,0.88,0.67,0.61,0.8,0.76,0.61,0.78,0.32,0.47,0.82,0.57,0.81,0.64,0.69,0.91,0.88,0.79
xmoto.csv,0.53,0.61,0.5,0.26,0.48,0.78,0.45,0.7,0.63,0.06,0.82,0.53,0.72,0.32,0.22,0.95,0.7,0.16
zxing.csv,0.58,0.77,0.64,0.21,0.57,0.66,0.39,0.75,0.43,0.58,0.54,0.55,0.53,0.69,0.22,0.91,0.56,0.77
