,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,0.61,0.56,0.49,0.19,0.42,0.64,0.68,0.64,0.42,0.58,0.29,0.43,0.56,0.58,0.26,0.74,0.15,0.67
ardour.csv,0.54,0.75,0.62,0.48,0.59,0.46,0.62,0.69,0.46,0.6,0.5,0.55,0.64,0.69,0.29,0.75,0.61,0.67
bacnet.csv,0.64,0.74,0.62,0.6,0.45,0.74,0.3,0.67,0.33,0.28,0.58,0.49,0.48,0.57,0.39,0.74,0.6,0.15
cortex-vfx.csv,0.4,0.48,0.36,0.55,0.3,0.45,0.33,0.6,0.46,0.48,0.62,0.62,0.6,0.54,0.2,0.81,0.55,0.54
enzo.csv,0.72,0.61,0.58,0.45,0.0,0.37,0.38,0.59,0.45,0.81,0.59,0.39,0.36,0.71,0.22,0.3,0.46,0.0
growl-for-windows.csv,0.53,0.0,0.0,0.1,0.41,0.48,0.72,0.0,0.43,0.05,0.62,0.0,0.47,0.01,0.68,0.11,0.6,0.7
heekscad.csv,0.74,0.69,0.57,0.6,0.68,0.57,0.62,0.7,0.63,0.44,0.72,0.63,0.7,0.67,0.49,0.72,0.68,0.34
minig.csv,0.29,0.3,0.34,0.13,0.73,0.22,0.45,0.34,0.28,0.16,0.35,0.47,0.25,0.46,0.5,0.16,0.0,0.59
multitude.csv,0.8,0.64,0.56,0.57,0.0,0.67,0.44,0.56,0.67,0.0,0.73,0.58,0.62,0.35,0.47,0.61,0.64,0.47
natpad.csv,0.71,0.65,0.67,0.63,0.55,0.76,0.3,0.71,0.36,0.41,0.76,0.58,0.59,0.49,0.39,0.8,0.78,0.19
open-ms.csv,0.37,0.54,0.61,0.28,0.35,0.26,0.41,0.55,0.36,0.26,0.44,0.59,0.58,0.61,0.29,0.73,0.23,0.55
planeshift.csv,0.61,0.5,0.68,0.54,0.63,0.55,0.52,0.27,0.61,0.39,0.0,0.44,0.62,0.09,0.49,0.61,0.7,0.49
rocrail.csv,0.64,0.62,0.66,0.5,0.55,0.51,0.43,0.69,0.5,0.47,0.63,0.58,0.48,0.61,0.44,0.83,0.71,0.22
salasaga.csv,0.68,0.66,0.69,0.58,0.55,0.72,0.3,0.71,0.33,0.25,0.71,0.51,0.48,0.53,0.41,0.75,0.62,0.24
xcsoar.csv,0.7,0.71,0.55,0.45,0.65,0.49,0.68,0.69,0.62,0.61,0.54,0.52,0.61,0.66,0.63,0.81,0.68,0.62
xemeiah.csv,0.62,0.67,0.67,0.58,0.6,0.75,0.58,0.72,0.37,0.43,0.72,0.57,0.71,0.56,0.66,0.79,0.76,0.74
xmoto.csv,0.58,0.63,0.53,0.3,0.51,0.68,0.48,0.68,0.61,0.07,0.54,0.55,0.73,0.36,0.26,0.61,0.66,0.19
zxing.csv,0.61,0.67,0.64,0.25,0.55,0.64,0.43,0.69,0.48,0.6,0.57,0.56,0.57,0.6,0.26,0.83,0.6,0.78
