,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,0.83,0.52,0.82,0.43,0.3,0.51,0.7,0.63,0.83,0.84,0.39,0.3,0.47,0.25,0.8,0.31,0.83,0.85
ardour.csv,0.88,0.61,0.83,0.42,0.46,0.56,0.66,0.71,0.71,0.91,0.27,0.28,0.59,0.29,0.82,0.3,0.55,0.88
bacnet.csv,0.68,0.57,0.88,0.51,0.44,0.63,0.77,0.67,0.7,0.64,0.23,0.31,0.67,0.3,0.65,0.38,0.6,1.0
cortex-vfx.csv,0.84,0.65,0.81,0.38,0.43,0.53,0.69,0.71,0.64,0.94,0.24,0.27,0.64,0.36,0.86,0.36,0.67,0.9
enzo.csv,0.72,0.48,0.78,0.35,0.36,0.43,0.55,0.59,0.55,0.92,0.17,0.2,0.44,0.29,0.59,0.23,0.41,0.76
growl-for-windows.csv,0.86,0.0,0.0,0.5,0.45,0.71,0.67,0.0,0.78,1.0,0.25,0.0,0.75,1.0,0.92,0.67,0.65,0.83
heekscad.csv,0.81,0.69,0.86,0.4,0.46,0.57,0.63,0.69,0.67,0.95,0.26,0.27,0.68,0.31,0.68,0.29,0.51,0.81
minig.csv,0.54,0.35,0.72,0.35,0.6,0.39,0.47,0.45,0.46,0.73,0.11,0.18,0.38,0.17,0.64,0.05,0.4,0.78
multitude.csv,0.81,0.52,0.83,0.35,0.36,0.54,0.55,0.58,0.72,0.8,0.27,0.21,0.5,0.23,0.61,0.25,0.45,0.76
natpad.csv,0.74,0.5,0.85,0.45,0.5,0.6,0.67,0.65,0.71,0.72,0.24,0.27,0.65,0.3,0.62,0.35,0.62,1.0
open-ms.csv,0.86,0.7,0.82,0.43,0.58,0.39,0.64,0.75,0.62,1.0,0.38,0.3,0.5,0.25,0.69,0.31,0.62,0.77
planeshift.csv,0.66,0.48,0.88,0.39,0.49,0.5,0.51,0.56,0.59,0.8,0.15,0.22,0.5,0.21,0.63,0.25,0.55,0.77
rocrail.csv,0.79,0.7,0.85,0.43,0.39,0.57,0.62,0.65,0.67,0.96,0.18,0.24,0.64,0.26,0.65,0.48,0.6,0.7
salasaga.csv,0.7,0.51,0.87,0.54,0.49,0.57,0.67,0.65,0.7,0.61,0.3,0.28,0.62,0.26,0.61,0.33,0.62,1.0
xcsoar.csv,0.83,0.68,0.94,0.4,0.43,0.6,0.62,0.67,0.71,0.92,0.26,0.23,0.66,0.29,0.71,0.35,0.52,0.85
xemeiah.csv,0.67,0.51,0.86,0.38,0.4,0.7,0.56,0.68,0.81,0.74,0.22,0.25,0.56,0.22,0.76,0.34,0.54,0.86
xmoto.csv,0.89,0.65,0.85,0.48,0.49,0.54,0.57,0.7,0.6,1.0,0.16,0.28,0.72,0.34,0.62,0.26,0.51,0.69
zxing.csv,0.83,0.52,0.85,0.73,0.39,0.58,0.62,0.65,0.76,0.89,0.27,0.25,0.73,0.24,0.8,0.39,0.65,0.93
