,rhex.csv,wgs-assembler.csv,etics.csv,pcgen.csv,aime.csv,lockss.csv,stuproa-cims.csv,personalaccess.csv,uclmda.csv,pydev.csv,elateportal.csv
aime.csv,0.37,0.05,0.68,0.62,0.75,0.51,0.05,0.3,0.02,0.53,0.48
elateportal.csv,0.6,0.44,0.0,0.55,0.0,0.21,0.13,0.27,0.52,0.25,1.0
etics.csv,0.1,0.16,1.0,0.72,0.25,0.21,0.18,0.31,0.12,0.32,0.11
lockss.csv,0.0,0.12,0.36,0.26,0.09,0.96,0.11,0.2,0.14,0.2,0.02
pcgen.csv,0.29,0.58,0.55,0.98,0.66,0.48,0.45,0.41,0.37,0.48,0.08
personalaccess.csv,0.54,0.63,0.63,0.71,0.59,0.7,0.4,1.0,0.76,0.47,0.71
pydev.csv,0.62,0.4,0.63,0.17,0.55,0.5,0.46,0.73,0.19,0.93,0.19
rhex.csv,0.93,0.3,0.0,0.54,0.4,0.55,0.46,0.51,0.28,0.4,0.68
stuproa-cims.csv,0.55,0.0,0.27,0.49,0.0,0.65,0.89,0.68,0.43,0.5,0.19
uclmda.csv,0.29,0.21,0.0,0.09,0.0,0.17,0.06,0.13,1.0,0.07,0.09
wgs-assembler.csv,0.46,0.96,0.43,0.16,0.53,0.17,0.19,0.32,0.63,0.29,0.09
