,rhex.csv,wgs-assembler.csv,etics.csv,pcgen.csv,aime.csv,lockss.csv,stuproa-cims.csv,personalaccess.csv,uclmda.csv,pydev.csv,elateportal.csv
aime.csv,10.0,7.0,11.0,4.0,0.0,6.0,5.0,1.0,0.0,2.0,3.0
elateportal.csv,1.0,0.0,54.0,1.0,81.0,0.0,3.0,0.0,0.0,7.0,0.0
etics.csv,13.0,1.0,0.0,2.0,9.0,7.0,3.0,0.0,1.0,4.0,0.0
lockss.csv,92.0,0.0,3.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,2.0
pcgen.csv,11.0,2.0,5.0,0.0,6.0,15.0,0.0,0.0,0.0,2.0,2.0
personalaccess.csv,1.0,1.0,2.0,3.0,16.0,0.0,0.0,0.0,0.0,4.0,1.0
pydev.csv,23.0,3.0,0.0,5.0,11.0,1.0,16.0,0.0,1.0,0.0,0.0
rhex.csv,0.0,4.0,54.0,5.0,1.0,7.0,0.0,2.0,2.0,1.0,2.0
stuproa-cims.csv,11.0,7.0,0.0,3.0,12.0,7.0,0.0,1.0,1.0,2.0,1.0
uclmda.csv,0.0,0.0,54.0,1.0,81.0,2.0,3.0,2.0,0.0,18.0,1.0
wgs-assembler.csv,2.0,0.0,1.0,0.0,4.0,10.0,2.0,0.0,2.0,1.0,2.0
