,rhex.csv,wgs-assembler.csv,etics.csv,pcgen.csv,aime.csv,lockss.csv,stuproa-cims.csv,personalaccess.csv,uclmda.csv,pydev.csv,elateportal.csv
aime.csv,0.32,0.99,0.67,0.44,0.0,0.75,0.99,0.92,0.67,0.81,0.83
elateportal.csv,0.31,0.4,0.0,0.2,0.06,0.28,0.09,0.24,0.33,0.32,0.0
etics.csv,0.22,0.1,0.0,0.31,0.25,0.17,0.1,0.24,0.33,0.22,0.17
lockss.csv,0.07,0.1,0.1,0.07,0.03,0.0,0.07,0.0,0.17,0.09,0.33
pcgen.csv,0.17,0.54,0.38,0.0,0.66,0.34,0.34,0.28,0.33,0.46,0.5
personalaccess.csv,0.25,0.41,0.31,0.52,0.54,0.55,0.17,0.0,0.33,0.32,0.5
pydev.csv,0.69,0.47,0.33,0.96,0.53,0.83,0.47,0.36,0.83,0.01,0.17
rhex.csv,0.0,0.13,0.0,0.31,0.24,0.43,0.58,0.56,0.83,0.26,0.67
stuproa-cims.csv,0.54,1.0,0.93,0.83,1.0,0.64,0.0,0.52,0.5,0.81,0.33
uclmda.csv,0.14,0.19,0.12,0.05,0.07,0.08,0.08,0.2,0.0,0.41,0.33
wgs-assembler.csv,0.21,0.0,0.1,0.26,0.26,0.17,0.19,0.16,0.5,0.26,0.33
