,bacula.csv,fltk.csv,pfaedit.csv,patterntesting.csv,gzigzag.csv,enlightenment.csv,blue-c.csv,aufs.csv,sylpheed-claws.csv,ogrehg.csv,genecys.csv,freewrl.csv,roller.csv,pgui.csv,jparsec.csv,xbg.csv,lportal.csv,genoviz.csv
aufs.csv,0.94,0.79,0.79,0.79,0.94,0.92,0.75,0.67,0.69,0.78,0.6,0.67,0.54,0.94,0.94,0.91,0.73,0.56
bacula.csv,0.42,0.52,0.38,0.49,0.46,0.57,0.48,0.52,0.52,0.57,0.41,0.41,0.53,0.45,0.51,0.6,0.57,0.41
blue-c.csv,0.44,0.45,0.88,0.49,0.46,0.49,0.48,0.53,0.49,0.54,0.43,0.43,0.4,0.5,0.52,0.56,0.39,0.36
enlightenment.csv,0.42,0.58,0.49,0.7,0.57,0.54,0.48,0.39,0.41,0.57,0.31,0.5,0.4,0.48,0.44,0.65,0.45,0.31
fltk.csv,0.96,0.54,0.64,0.65,0.66,0.95,0.8,0.63,0.78,0.76,0.46,0.88,0.5,0.95,0.61,0.75,0.63,0.9
freewrl.csv,0.35,0.55,0.4,0.77,0.53,0.56,0.58,0.7,0.52,0.53,0.35,0.41,0.48,0.44,0.59,0.57,0.62,0.52
genecys.csv,0.37,0.41,0.33,0.49,0.36,0.44,0.38,0.45,0.38,0.43,0.44,0.36,0.33,0.39,0.4,0.39,0.38,0.3
genoviz.csv,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.5,0.0,0.0,0.0,0.99,0.83
gzigzag.csv,0.76,0.86,0.0,0.75,0.79,0.93,0.75,0.9,0.97,0.97,0.67,0.67,0.94,0.69,0.9,0.75,0.99,0.89
jparsec.csv,0.48,0.58,0.31,0.59,0.5,0.54,0.59,0.45,0.42,0.57,0.58,0.5,0.4,0.51,0.59,0.56,0.49,0.35
lportal.csv,0.98,0.74,0.62,0.0,0.84,0.75,0.85,0.92,0.98,0.64,0.83,0.44,0.96,0.96,0.0,0.93,0.99,0.7
ogrehg.csv,0.44,0.61,0.4,0.83,0.59,0.6,0.72,0.53,0.48,0.65,0.47,0.65,0.47,0.55,0.62,0.91,0.48,0.37
patterntesting.csv,0.37,0.6,0.35,0.55,0.42,0.49,0.41,0.38,0.37,0.64,0.31,0.35,0.41,0.44,0.47,0.92,0.45,0.5
pfaedit.csv,0.5,0.78,0.35,0.85,0.53,0.6,0.62,0.44,0.51,0.59,0.81,0.5,0.65,0.49,0.74,0.67,0.68,0.37
pgui.csv,0.64,0.9,0.91,0.63,0.7,0.74,0.77,0.77,0.83,0.74,0.75,0.64,0.73,0.72,0.73,0.89,0.75,0.87
roller.csv,0.94,0.61,0.73,0.42,0.44,0.64,0.4,0.52,0.78,0.64,0.69,0.5,0.44,0.94,0.56,0.6,0.45,0.36
sylpheed-claws.csv,0.42,0.54,0.33,0.65,0.39,0.53,0.42,0.53,0.5,0.53,0.35,0.5,0.42,0.46,0.61,0.73,0.44,0.43
xbg.csv,0.75,0.92,0.0,0.67,0.75,0.9,0.0,0.67,0.97,0.98,0.0,0.5,0.86,0.0,0.0,0.86,0.99,0.83
